,smiles,mp
167588,CCCCS(=O)(=O)c1ccc(C(=O)Nc2ccc3cc(CN4CCCC4)cnc3c2C)cc1,210.0
2401,CC(C)CCSc1cc(C(=O)O)cc(N)c1-c1ccccc1,125.0
94074,CCCCCCCCCCCCSc1nnn(C(C(N)=O)(c2ccccc2)c2c(C(C)C)cccc2C(C)C)n1,103.5
185128,Fc1ccc(F)c(C(Sc2ccc(Cl)cc2)c2ccncc2Cl)c1,71.0
46262,O=[N+]([O-])c1nccnc1NCC(O)CO,101.0
138118,C[Si](C)(C)C#Cc1cn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nc1C(F)(F)F,106.5
79268,C=C(CC(NC(=O)OC(C)(C)C)C(=O)OCC)CC(NC=O)(C(=O)OCC)C(=O)OCC,68.0
4585,O=C1NCCN1Cc1cccc(F)c1,104.0
98626,CC1(C)Oc2ccc(Br)cc2C(n2ccccc2=O)=C1CN(O)C(N)=O,216.0
45816,Cc1oc(/C=C/c2ccc(Cl)cc2)nc1C(=O)O,244.5
179995,O=c1ccc(Oc2ccc([N+](=O)[O-])cc2)c[nH]1,215.5
5167,C=C(CCCCCCCCCCCCCCCCCC)C(=O)OC,49.0
178202,COC(=O)CCc1ccc(C(=C2CC(C)(C)CC(C)(C)C2)c2ccc(O)cc2)cc1,129.5
52708,COc1ccc(S(=O)c2ccc(OC)cc2-c2ccc(N)c(N)c2)c(-c2ccc(N)c(N)c2)c1,146.0
67713,O=C1Nc2cccnc2N(C(=O)N2CCCC(CCN3CCCC3)C2)c2cc(Cl)ccc21,137.5
6735,N#Cc1oc2c(sc3ccccc32)c1O,174.5
202446,CCCCOc1c(CNC(=O)OC(C)(C)C)n(CC(C)(C)C)c(=O)c2ccc(CO)cc12,92.5
199168,COc1cc(CC#N)c(CCNC(=O)C(F)(F)F)cc1OC,131.0
150956,COc1cccc2c1OC(CN1CC=C(c3c[nH]c4ccc(C#N)cc34)CC1)CO2,236.5
188681,CCCCCCCC(=O)N(C)Cc1cccc(-c2ccc(CCC(=O)O)s2)c1,67.5
177777,N#Cc1c(N)nc2ccc([N+](=O)[O-])cc2c1NCc1ccccc1,281.5
109581,Cc1cccc(Sc2ccc3c(c2)CC[C@H]2N(C)C(=O)CC[C@]32C)c1,103.5
44440,Cc1cc(C)c(C(O)c2cc(-n3ccnc3)ccc2C)c(C)c1,190.5
141898,O=c1c2cc(F)c(Cl)nc2n(-c2ccc(F)cc2F)c(=O)n1OCc1ccccc1,215.5
36876,Clc1ccc(C2=Nc3cccnc3Nc3ccccc32)cc1,203.75
108826,COCc1nc(C(C)(C)O)c(C(=O)OCOC(=O)C(C)(C)C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,71.5
79906,Cc1cccc(C(=O)N(NC(C)C)C(C)(C)C)c1,108.0
174432,Cn1ncc(/C=C/C(=O)Nc2ccc(Cc3nn(C)c(=O)o3)cc2)c1-c1ccc(F)cc1,200.5
216218,O=C(NCc1ccccn1)Nc1cc(N2CC(c3cccc(F)c3)CC2=O)ccn1,188.5
151658,O=c1[nH]c2ccccc2n1C/C=C/CCl,120.0
114123,OCCO/N=C/c1ccc(-c2ccccc2)cc1,117.0
209047,COc1ccc(C)cc1NC(=O)Nc1ccc(N2CCN(C(=O)Nc3ccc(OCCO)cc3C)CC2)nc1,189.5
115075,O=C(c1ccc(-c2ccccc2)cc1)N1CCc2cn[nH]c2-c2ncccc21,205.5
93033,CC(C)Sc1c(C(=O)O)sc2cccc(Cl)c12,108.0
27431,Cc1ccc(C(C#N)(Cc2c[nH]cn2)c2ccccc2)cc1,190.5
138461,CN(C)CCSc1sc(-c2cc[nH]n2)c2c1C(=O)CC(C)(C)C2,213.0
172110,COc1cc(Nc2ncnc3cc4cc(OCc5ccccc5)c(OC)cc4cc23)c(Cl)cc1Cl,277.5
84653,CCOC(=O)C1=C(C)NC(=S)N(C(=O)OCC)C1c1ccccc1OC,117.5
86422,O=Cc1ccc2c(c1)CC[C@H](Cc1ccc(O)cc1)O2,134.5
193007,COc1ccc(-c2ccc(=O)n(Cc3nc(-c4ccc(F)cc4)no3)c2)cc1,123.0
114516,COc1ccc2c3c(c(Cl)nc2c1)C(=O)c1ccccc1-3,263.5
170288,CCN(Cc1ccc(Cl)nc1)/C(=C\[N+](=O)[O-])N(C)C(=O)OCOC(=O)c1ccccc1,62.5
66717,COc1c(S(=O)C(F)(F)F)c(C#N)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,136.25
201001,CCOC(=O)[C@H](CC(C)C)NC(=O)C[C@@H]1CN(CC(C)(C)CO)c2ccc(Cl)cc2[C@@H](c2cccc(OC)c2OC)O1,148.5
58541,CCOC(=O)C(=CNc1ccc(F)c(F)c1OCc1ccccc1)C(=O)OCC,87.0
194425,FC(F)c1nc2ccccc2n1-c1nc(Oc2cccnc2)nc(N2CCOCC2)n1,230.0
162802,COCCN(C)c1nnc(-c2ccc(-c3ccccc3)nc2)n1-c1cccc2nonc12,133.5
142404,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCC(C)O)c(Cc3cccc4ccccc34)sc21,127.0
15941,CC1(C)OCc2c1nc1ccccc1c2Cl,109.0
97583,Cc1cc(-c2ccccc2)oc1CCN1CCN(C(c2ccccc2)c2ccccc2)CC1,206.5
216130,O=C(Nc1nc(=O)n(S(=O)(=O)c2ccccc2)cc1F)c1ccccc1,150.5
15695,CNC(=S)SCCC(=O)O,86.5
199944,O=C(Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1)c1ccc(F)cc1Cl,156.0
213835,CNC(=O)CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccccc3CNC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(Cl)c(O)c3)c(Cl)c2=O)c1,180.0
98517,COC(=O)c1cc(OC)c(OCc2ccccc2)c(C23CC4CC(CC(C4)C2)C3)c1,229.0
79665,CC(=O)OCCC1CC2=C(O1)C(C)=CC(C)(O)C2C,91.0
174415,Cc1nc(Cc2ccc(NC(=O)/C=C/c3cnn(C)c3-c3ccc(F)cc3)cc2)cs1,192.5
154543,CCCCc1nc2c(N)nc3ccccc3c2n1CCCNS(C)(=O)=O,240.0
11337,COC(=O)c1cc(N)c(C)c(-n2cccc2)c1,112.0
153064,O=C(NCc1ccc(Cl)cc1)c1cn2c3c(cc(CN4CCOCC4)cc3c1=O)OCCC2,196.0
81817,CC(C)c1cccc(C(C)C)c1NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NCc1ccccc1,128.0
133966,C#CCC(Cc1cccnc1)(C(=O)O)S(=O)(=O)c1ccc(OC)cc1,120.0
47213,CC(Cc1ccc(O)cc1)NCC(O)c1cccc(Cl)c1,52.5
190408,O=c1c2ccccc2nc(-c2sc(Nc3ccccc3)nc2-c2ccccc2)n1-c1ccccc1Cl,211.0
102711,Cc1c(-c2c[nH]c3c(-c4ccccc4)cccc23)nc2ccc(F)cc2c1C(=O)O,149.0
88734,C(#Cc1cnc2ccccc2c1)CCN1CCN(c2ccccn2)CC1,76.75
135763,Cc1ccccc1C(CCC(=O)NS(=O)(=O)c1ccccc1)Oc1cc(OCc2ccsc2)ccc1C#N,69.0
216492,COc1cccc(-c2nc(Cl)nc(Cl)n2)c1,113.9
214891,CC(C)(C)OC(=O)Nc1cc(-c2nnc(CCc3cccc(C(F)(F)F)c3)o2)ccn1,256.5
111581,COc1ccc(CN(C)CCc2ccc(NC(=O)c3cccc4c(=O)c5cc(F)ccc5sc34)cc2)cc1OC,205.0
129825,Cc1cc(C)c2cccc(OCc3c(Cl)ccc(N4CCC(=S(=O)=O)[C@@H]4C(=O)N4CCN(S(=O)(=O)c5ccc(/C=N/N)cc5)CC4)c3Cl)c2n1,148.0
140011,CN1CCC(CO)(C[SH](C2CC2)C2CC2)CC1,66.0
14156,CC(Oc1ccc(C2CCOCC2)cc1)C(=O)O,156.0
104428,OCCc1ccc(CCO)cc1,83.5
145742,CC(=O)OCc1c(C)cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2C)c1C,76.0
42611,CCC1Cc2c(C)ccc(NNC(=O)OC)c2O1,99.0
208073,COc1ccc(CNc2c(Cl)cnn(C)c2=O)cc1,95.0
182647,CCC1(CCCCN2CCN(c3ccc(Cl)cc3)CC2)C(=O)Nc2ccc(F)cc21,149.0
91444,N#Cc1cnn(-c2c(Cl)cc(Cl)cc2Cl)c1C=O,152.5
166233,N#Cc1ccc2[nH]cc(CCN)c2c1,103.5
43934,COC(=O)C1=C(C)NC2=C(C(=O)OC2)C1c1cccc(Br)c1,230.0
28592,CNc1nc(C)c(-c2ccc(Cl)c([N+](=O)[O-])c2)s1,226.0
130642,O=C(OCc1ccccc1)N1CCN(c2ccc(-c3ccnc(Nc4ccc5[nH]nnc5c4)n3)cn2)CC1,248.0
89327,C=C1CCc2sccc2C1=O,48.0
144331,CCCCC[C@H]1CC[C@H](c2ccc(-c3cc(F)c(N)cc3F)cc2)CC1,69.35
41751,O=Cc1c(O)cccc1OCCCC(=O)O,152.0
200115,O=C(O)COc1cccc(C(=O)O)c1OCC(=O)O,196.0
45907,C[C@]12C[C@H](O)C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1[C@@H](O)CC2=O,146.0
150743,COc1cc(C(=O)NC(C)(C)C)ccc1S(=O)(=O)Cl,147.0
163924,CCOCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1CCCC(Cc1ccc(OC)cc1)S(N)(=O)=O,230.75
11125,CCCCCCNC(=O)NC1CCCc2sccc21,123.0
17498,O=C(c1ccccc1)c1cc([N+](=O)[O-])ccc1-n1nc(CO)cc1CO,146.0
112935,O=C(c1ccc(Cl)c(Cl)c1)N1CCC(Br)C(c2ccccc2)=N1,168.5
5016,CC(C)n1c2ccccc2c2sccc(=O)c21,155.0
179158,CC(C)(C)OC(=O)c1cc2ccccc2[nH]1,104.5
135701,c1csc(-c2nc(COc3ccc(CCCn4ccnc4)cn3)co2)c1,86.5
149709,COC(=O)c1cc(OC)c(OCc2ccccc2)cc1[N+](=O)[O-],104.5
31491,O=C(c1ccccc1)N1CC(O)C(O)C(O)C1CO,159.0
192136,Cn1ncc(C(=O)N2CC(F)C2)c1C(=O)Nc1ccn2nc(-c3cccnc3)nc2c1,248.0
10595,O=C(C(=O)N1CCC(Oc2cccc(Cl)c2)CC1)c1c[nH]c2ccccc12,146.0
78675,N#Cc1cc(C#N)c(S[C@@H]2SC[C@@H](O)[C@H](O)[C@H]2O)c(C#N)c1,91.0
22484,COC(=O)/C(=N\O)c1nc2ccc(C)cc2oc1=O,189.5
105401,N#CCc1c[nH]c2ccc(OCc3ccccc3)c(Cl)c12,131.0
7384,CSC(C(N)=O)c1ccccc1N,99.0
135041,CCCCOc1ccc(S(=O)(=O)C2(C(=O)O)CCN(CCCC)CC2)cc1,182.0
118071,Nc1nc(Cl)c(N)c(NCCCCO)n1,110.5
5707,FC(F)(c1ccccc1)C(F)(F)c1ccccc1Br,54.5
87610,COc1ccc2[nH]c(SCc3cc(N)c(Br)cn3)nc2c1,183.5
76972,CCCOc1ccc(S(=O)(=O)NC)cc1C1=NC(=O)C2=NC=NC2=N1,245.5
139088,CCCNC(=O)Nc1c(C(=O)c2ccccc2)[nH]c2cc(Cl)ccc12,235.0
195161,CCOC(=O)c1sc(-n2ccc(OCc3ccc(F)cc3)cc2=O)nc1C,215.5
168219,COc1ccc(N2CCN(c3c(C)c(C)c4c(c3C)C(c3ccc(Cl)cc3)C(C)(C)O4)CC2)cc1,182.0
88137,CCOC(=O)c1ccc(CCc2coc(N)c2C#N)cc1,196.0
170865,CCCc1ccc2nc(C(F)(F)F)c(S(=O)(=O)/N=C/N(C)C)n2n1,219.85
108264,O=C(CCc1ccncc1)NC(Cc1c[nH]c2ccccc12)C(=O)CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,108.0
14262,COc1ccc(C(C)=O)cc1NC(=O)C(C)CCl,94.5
192596,O=C(Nc1cccc(F)c1F)c1ccc(-n2nc(C(F)(F)F)cc2C2CC2)c(F)c1,177.5
55210,CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,165.5
128622,COC(=O)c1ccc(/C=C/C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)cc1,211.0
182669,COC(=O)C(F)[C@@H]1[C@H]2O[C@H]2C[C@H]1O,32.0
138991,CCC1(C)NC(=O)C(C)(CC)N1,61.0
47925,c1cncc(CCCN2CCc3[nH]c4ccccc4c3C2)c1,224.0
133884,Cc1c(N)c(C)c(C(C)C)c2c1CC(C)(CN1CCC(c3ccccc3)CC1)O2,129.5
72079,CSc1ccc(C(=O)NCC2OC2c2ccccc2)cc1,110.0
127749,CC1C[C@H]2[C@@H](O1)[C@H](N=[N+]=[N-])C(=O)N2Cc1ccccc1,71.5
170008,CN(Cc1ccc(OC(F)(F)F)cc1)C(=O)OC[C@@]1(C)Cn2cc([N+](=O)[O-])nc2O1,123.5
217910,O=C(Nc1ccc(Cl)cc1)C(Oc1cccc2ccccc12)C1CC1,205.0
220875,COc1cc(OCc2ccccn2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,166.5
73709,Fc1ccc(-c2cc(Cl)nc3c2CCCC3)cc1,111.5
211069,O=C(CCCCCN1CCC(c2cccc(C(F)(F)F)c2)CC1)N1Cc2ccccc2C1,71.0
167024,Cc1ncccc1COc1ccc(Cn2cc(CCC(=O)O)c(-c3ccccc3)c2)cc1,158.5
181881,CCOC(=O)C(Oc1cccc2[nH]ccc12)C(=O)OCC,52.5
74126,NS(=O)(=O)Oc1cccc(F)c1,54.0
153076,CN1C(=O)Cn2cc(C(=O)NCc3ccc(Cl)cc3)c(=O)c3cc(I)cc1c32,280.5
82986,COc1cc(OC)cc(C2=NC(CO)Cc3cc(OC)c(OC)cc32)c1,60.5
31564,O=CNC1=NN(c2ccc(Cl)cc2)C(c2ccccc2)C1,165.0
131912,C#CN1C(=O)NC(CC)(C(F)(F)F)c2cc(F)ccc21,190.0
197560,CCOC(=O)c1cc2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(OCc3ccccc3)c2[nH]1,148.5
93342,COc1ccc2sc(C(=O)Nc3ccc(S(=O)(=O)OC)cc3)c(OC(C)C)c2c1,176.75
210499,CCc1cccc(C)c1CNc1cc(OC(C)OC)nc(NC)c1[N+](=O)[O-],94.0
92984,COc1ccc(-c2cc(-n3c(=O)ccc4ccc(Cl)cc43)ccc2O)cc1,292.0
183980,O=C([C@@H]1O[C@H]1c1ccccc1)N(CC1CC1)[C@@H]1CCCC[C@H]1O,115.0
70720,CN(C)C(=O)Sc1nc(-c2ccccc2)cn1-c1ccc([N+](=O)[O-])cn1,200.5
106206,O=[N+]([O-])c1ccc(Cl)cc1NC12CC3CC(CC(C3)C1)C2,146.0
88072,Cc1cccc2ncc(NC(=O)Nc3ccc(F)cc3F)c(-c3ccccc3Cl)c12,219.0
2153,COc1ccc(C(=O)n2c3c(c4ccccc42)CC(C(=O)O)(C(=O)O)CC3)cc1,206.0
211356,CS(=O)(=O)Nc1cccc(Nc2nc(NCc3ccccc3O)c3nc[nH]c3n2)c1,169.5
53274,CC(C)(F)C1C(=O)NC1CC(=O)O,120.0
115132,Cn1cc(C2=C(c3c4n(c5ccccc35)CCC4)C(=O)OC2=O)c2ccccc21,127.5
211172,CCCCCCCCCCCCCCCCCC(=O)N[C@H]1CCCNC(=O)C1,87.5
165663,CC(C)(Oc1ccc(OCc2noc(-c3ccc(C(C)(C)C)cc3)n2)cc1)C(=O)O,143.0
3171,CC1(CCl)C(C(=O)OCC(Cl)(Cl)Cl)N2C(=O)C(NC(=O)Cc3ccccc3)[C@H]2S1=O,130.5
147263,O=C(Cn1nc(-c2ccccc2O)nc1-c1ccccc1O)NCCOCCO,173.5
132696,COc1cc(C(=O)/C=C/c2ccncc2)ccc1OCC(=O)Nc1nc2ccccc2s1,206.5
5034,Oc1c(/C(=N\c2ccccc2)Nc2ccccc2)sc2ccccc12,152.5
185924,O=C1c2ccccc2S(=O)CC1(CO)CO,109.5
26421,CN1CCc2cccc(Sc3ccccc3)c2CC1,137.5
48828,Nc1ccc(N2CCN(CCCC(=O)c3ccc(F)cc3)CC2)nc1N,129.0
64044,CNC(=O)C1CN(CC(=O)Nc2c(Cl)cc(Cl)cc2Cl)CCN1,168.9
187408,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cc[nH]n1,178.5
59787,CN1CCc2nc3cc(Cl)ccc3c(Nc3ccccc3)c2C1,197.5
114758,O=C(CCn1c(=O)c(=O)[nH]c2cc(C(F)(F)F)c(-n3cccc3)cc21)NCc1ccccc1,234.5
190500,Cc1cc(Nc2ccc(Cl)cc2)nc(-n2ncc3ccccc32)n1,167.7
63321,C=CC(=O)NCc1ccc(CC(=O)OCC)cc1,94.0
54577,O=S(=O)(Nc1c(F)cccc1F)c1nc2ncc(Cl)cn2n1,225.0
137582,FC(F)(F)c1ccccc1OCCCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,206.0
84374,CCOC(C)OC(CCOc1ccc([N+](=O)[O-])cc1)C(F)(F)F,81.0
52707,Nc1cc(S(=O)c2ccccc2)ccc1Cl,89.5
59330,CCCC(=O)N(C)Cc1c(-c2ccc(C)cc2)nc2n1-c1ccccc1CC2,111.0
51836,Cc1cc(-c2[nH]c3ccc(OCc4ccccc4)cc3c2C)cc(C)c1O,162.2
58558,CSCC[C@H](N)C(=O)NC(=O)C(CSC(C)=O)Cc1ccccc1,120.0
15333,O=C1C(=O)N(C2CCCCC2)C(=O)N1c1ccccc1,136.5
173149,Cc1cc(S(N)(=O)=O)ccc1NC(=O)Cc1ccc(Oc2cc(Cl)cc(C#N)c2)c(Br)c1,215.25
168826,CNc1ccnc(Cl)c1N,167.0
220574,Cn1nc(C(F)(F)C(F)(F)F)c(C(F)(F)F)c1-n1cc(-c2ccc(Cl)c(C(=O)NC3CC3)c2)nn1,151.0
125707,O=C(O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,58.5
129148,Clc1ccc(C(OCCN2CCOCC2)(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,152.0
184,CN1CCCCC1CCc1ccccc1NS(C)(=O)=O,92.5
155209,COc1cc(-c2ccc(-c3ccc(N)c(OC)c3)o2)ccc1N,189.0
49730,Brc1ccc2c(c1)N=C(N1CCN(c3ccccc3)CC1)c1cccc3c1N2CC3,172.0
213266,CCCCn1c(=O)c2c(N3CCN(C)CC3)cc(Cl)cc2n(Cc2ccccc2)c1=O,122.0
192588,Cc1ccccc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C2CC2)c(F)c1,142.64999999999998
62445,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)O)cc1,134.3
211951,CN(C)c1nc2sc3c(NCc4cccnc4)ncnc3c2c2c1CCC(C)(C)C2,208.75
203603,Nc1nc2c(OCCOc3nccnc3N3CCNCC3)cccc2o1,139.0
121979,O=S(=O)(NCCCCOc1ccc(-c2ccncn2)cc1)c1ccc(Br)cc1,132.0
73436,O=C(NCC1(c2ccccc2)CCCCC1)Nc1ccc(Cl)cc1,165.0
95914,O=C(Nc1ccccc1C(=O)NCCc1nccs1)c1ccc(Cl)cc1,157.75
6130,Cc1ccc(/C(Br)=N/OS(C)(=O)=O)cc1,87.0
39446,Nc1nc(Cl)c2ncn(CC3CCOCO3)c2n1,169.5
30636,CC[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]2(C)[C@H]1O,125.0
32621,CCCCCCC(C(=O)O)c1cccc(Sc2ccccc2C)c1O,90.5
113120,Clc1ccc(N2CCN(Cc3n[nH]c4c3CCc3ccccc3-4)CC2)nc1,207.5
170292,COc1cc(OC)nc(-c2c(C)[nH]c3c(C)cccc23)n1,146.0
63499,CCOC(=O)Nc1cccc(CBr)c1C(=O)OCC,71.0
145128,COCCOc1cc2c(cc1-c1ccccc1F)NC(=O)CC(c1cccc(C#N)c1)=N2,212.0
52746,C=CCO/N=C(\CC)C1=CCCN(C)C1,118.5
153955,CCCCn1c(=O)cc(-c2ccc(NCCO)cc2)[nH]c1=O,207.5
135035,COc1ccc(CN2CCC(C(=O)O)(S(=O)(=O)c3ccc(OC)cc3)CC2)cc1,175.0
62344,c1ccc(NONc2ccccc2)cc1,191.0
191955,COc1ccc2c(c1)C(=O)/C(=C/c1ccc(F)cc1)CC2,129.5
161961,COc1cc(CC#N)c(OC)c(C)c1C,98.5
45355,CC1(O)Nc2cc(O)c(C(C)(C)C)cc2O1,204.0
51749,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,175.5
210056,COC(=O)c1ccc2cc(-c3ccccc3)[nH]c2c1,209.0
154716,COc1cc2ccccc2cc1NC(=O)N1CCN(c2cc(C)cc(C)c2)CC1,106.0
192180,Fc1cc2c(-c3cccs3)c(CBr)cnc2c(F)c1F,99.0
18947,Cn1cc(Br)c(=O)c(-c2ccccc2)c1,196.0
153282,ClCCN1C2CCC1CC(c1ccc3ccccc3c1)C2,86.0
39312,C=CCc1c(O)c2cccnc2n(-c2ccccc2)c1=O,249.0
174862,NCC1Cc2cccc(CCc3ccccc3)c2O1,156.0
183840,CN(C)C1CCN(c2ccc(NC(=O)n3ccc4cc(Oc5cc(CC(N)=O)ncn5)ccc43)cc2C(F)(F)F)C1,183.0
49400,COc1cc(NC(=O)CCCCCN2CCN(c3ccccn3)CC2)c2nccc(C)c2c1,120.5
142489,COC(=O)c1cc(C(C)C)sc1NC(=O)Nc1ccc(C)cc1,50.0
214644,O=C(NCCO)c1ccnc(-c2cccc3cc(Cc4cccc(C(F)(F)F)c4)sc23)c1F,110.5
82099,CS(=O)(=O)c1ccc(C[C@@H](NC(=O)OCc2ccccc2)[C@H](O)C(N)=O)cc1,188.5
55413,O=C(Nc1ccc2ccc(Cl)nc2n1)c1ccc(Br)o1,285.0
112044,BrCCC=C1c2ccccc2C=Cc2ccccc21,88.5
76717,CCOP(=O)(OCC)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)OCCOC)cn3C2CC2)CC1,139.5
85468,CON1C(C)(C)CC(CCCCNc2nc(N)nc(NCCCCC3CC(C)(C)N(OC)C(C)(C)C3)n2)CC1(C)C,164.0
100510,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@@H](C)N2,149.5
121417,Cc1cnc(NCCc2ccccn2)c(=O)n1NC(=O)CCc1cc(C(F)(F)F)ccc1F,182.5
16354,COc1ccc(Cl)cc1C(=O)Nc1ccc(CCC(=O)O)cc1,189.0
76715,CC(C)C1(n2cccn2)CN(C(=O)O)N=C1c1ccc(F)cc1,125.0
13705,CCC(C(=O)N(C)C)n1nc(-c2ccccc2)cc1C,118.25
142248,C=CCNc1nc(NCc2ccccc2)c2scc(C)c2n1,97.5
74510,Nc1nc(NCC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,130.5
41962,COCCCCC/C=C(\NC(=O)C1CC1(C)C)C(=O)O,71.5
141747,COc1ccc2c(Cc3c(Cl)cncc3Cl)nnc(CN3CCOCC3)c2c1,204.1
42391,CN(CCCNc1ncc(Cc2ccc(Cl)c(Cl)c2)c(=O)[nH]1)c1ccccn1,89.0
175194,CC(C)[C@H](OCc1ccccc1)[C@H]1[C@H]([N+](=O)[O-])[C@H](C(C)(C)C)N[C@@H]1C(=O)NCC(=O)O,119.5
222625,C[C@H]1c2ccc(F)n2-c2cc(F)c(F)cc2N1S(=O)(=O)c1ccc(O)cc1,198.5
91007,Fc1ccc2c(c1)NCc1ccccc1O2,94.0
84171,NCC1CCN(c2nc3ccccc3[nH]2)CC1,137.0
103947,COc1ccc(CCN(C)CCCOc2cc(-c3ccc(OC)c(OC)c3)[nH]n2)cc1OC,190.5
11092,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,125.0
180710,CC(C)c1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(Cl)c1-c1nc(C#N)c(C#N)[nH]1,97.5
150578,CCOCc1nc2c(N)nc(C)c(C)c2n1CCCNC(=O)N1CCOCC1,141.35
218097,O=S1CCON=C1c1nnc(-c2cccc(Cl)c2)o1,209.0
179457,COc1ccc(-c2cccc(-c3ccc(OC)c(F)c3)n2)cc1F,108.0
92601,O=[N+]([O-])c1cc(C(F)(F)F)ccc1S(=O)(=O)NCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,101.0
190126,CCC(c1ccccc1)c1n[nH]c2c1c(=O)n(-c1ccccc1)c1ncccc21,234.0
85104,Cc1ccc(C(C)C)c(-n2cc(-c3ccccc3)c(C)c2Cl)c1,103.0
161138,N#CC1=C(c2ccccc2)Nc2n[nH]cc2C1c1ccccc1[N+](=O)[O-],221.0
98439,CCc1cc(OCc2ccc(-c3ccccc3C(=O)OC)cc2)c2ccccc2n1,133.0
129865,CC1=C(CCN(O)C(N)=O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,187.0
134156,O=c1nc(-c2cccc(Cl)c2)c2cc(C3(c4ccc(Cl)cc4)OCCO3)ccc2[nH]1,219.5
132591,CCOC(=O)c1cc(Br)cc2c(=O)cc(-c3cccc(OCc4nc5ccccc5s4)c3)oc12,250.8
155859,N#CC(c1ccc(Cl)cc1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1,206.3
37747,CCOC(=O)c1cn2c(n1)CN(C(=O)CCl)c1ccccc1-2,180.5
193357,Cc1cc(COc2ccc(S(=O)(=O)NC[C@@H](C(=O)NO)N3CCN(C(=O)OCc4ccccc4)CC3)cc2)c2ccccc2n1,162.0
116481,Cc1[nH]c2ccc(/C=C/C(=O)OCc3ccccc3)cc2c1Cn1ccnc1,121.0
43570,Cc1ccc(C(=O)c2noc(CC(=O)O)n2)cc1,140.5
53474,O=C/C(=C/c1ccccc1)c1ccc(Cl)cc1,72.5
31566,O=C(NC1=NN(c2ccc(Cl)cc2)C(c2ccccc2)C1)C(F)(F)F,177.0
163875,CCCCn1c(COCC)nc2c(N)nc3ccc(-c4ccccc4)cc3c21,186.5
153036,Cn1c(C(F)(F)F)cc(=O)n(-c2cc(Oc3ccc4cc(O)ccc4c3)c(C#N)cc2F)c1=O,174.0
179893,CC1CCCC1(O)c1ccc(C#N)c2ccccc12,121.5
100823,O=C1NCCNc2c1sc1ccccc21,211.0
97607,Fc1c(Cl)cccc1/C=C/c1noc(C(Cl)(Cl)Cl)n1,37.5
23130,O=c1ccc2cc(C(O)(C(F)(F)F)C(F)(F)F)cc3c2n1CCC3,295.5
160575,Cc1ccc(N)c(C(=O)c2ccccc2)c1,65.0
12007,COc1c(Cl)cc(-c2ccc(=O)[nH]n2)cc1Cl,248.0
21491,CCCCS(=O)(=O)c1c(Cl)nc(Cl)nc1Cl,71.5
149693,COc1ccc(CSc2cc(OC)c(OC)c(OC)c2)cc1,66.0
53213,CCc1cc2c3ccccc3c(C=O)cc2c2ccccc12,138.5
159386,CS(=O)c1ccc(C#N)cc1,88.5
192118,Brc1ccn2nc(Br)nc2c1,183.5
221157,CC1=C(Cc2ccc(Br)cc2)C(=O)c2cc(C)cnc2C1=O,147.0
125178,CCN1CC[C@]2(c3cccc(O)c3)CC(c3ccccc3)=CC[C@H]2C1,216.5
