,SMILES,Tm
9164,[O-][N+](=Nc1ccc(N)cc1)c1ccc(N=Nc2ccc(N)cc2)cc1,520.15
14836,C/C(=C/C(C)=O)O[Co](OC(C)=C/C(C)=O)OC(C)=C/C(C)=O,484.65
8266,c1ccc(c(c1)C(=O)NN)C(=O)NN,617.15
12052,O=C1Oc2ccccc2C(N)=C1,506.15
21376,CN(C)CCC=C1c3ccccc3Sc2ccc(Cl)cc12,370.65
17169,O=C(CCCCC(=O)O)OC,282.15
6065,c1ccc(cc1)C(=O)CCCCCC(=O)O,358.15
13475,COc1ccc(/C=C/C)cc1,296.15
4266,c1cc(ccc1N2CCOCC2)[N+](=O)[O-],423.15
9627,Brc1cc(Br)c(N=Nc2sc([nH0]c2C)C(C#N)=Cc2ccc(F)cc2)c(Br)c1,444.15
16729,CCCCC#CCCCC,200.15
4762,COc1ccc(c(c1)F)Br,491.15
21013,CCOc1ccc(I)cc1,302.15
4717,B(c1ccc(cc1F)Br)(O)O,513.15
9180,O=C1N(c2ccccc2)c2ccccc2C(O)=C1C(=NN=C1c2ccccc2NC1=O)C,540.15
17848,CC(C)(C)c1ccc(OCC(C)OS(=O)OCCCl)cc1,241.45
2517,c1cc(ncc1F)C#N,316.15
5897,c1cc(c(cc1F)N)I,314.15
10797,O=[N+]([O-])c1ccc(cc1)C1OC(=O)c2ccccc2C1C(=O)OC,407.15
4949,c1cc(ccc1C=O)Cl,320.15
3705,CCOc1cc(cc(c1O)Br)C=O,415.15
689,c1ccc(cc1)P(c2ccccc2)c3ccccc3P(c4ccccc4)c5ccccc5,460.15
10638,O=C(Nc1ccc(cc1)CCCCCCCCCC)c1ccc(C)cc1,387.15
2850,COc1ccccc1CC#N,341.15
16404,Oc1ccc(cc1Cl)C(=O)O,444.15
3826,COc1ccc(nn1)Cl,364.15
19521,CCCCCC(Cl)=O,186.15
17539,CC=1C(=O)C=CC(=O)C=1C,328.15
20932,C=CC(C)(C)C(=O)O,267.15
2564,CCC(CC)C(=O)O,258.15
6025,CC(C)(C)c1ccc(c(c1)C(=O)O)OC,348.15
3916,c1cc(c(cc1C#N)F)O,407.15
20138,C[Si](C)(OC(=O)C)OC(=O)C,260.65
15139,CCCCC(COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC)CC,203.15
3152,c1cc(cc(c1)OCC(=O)O)CBr,399.15
224,C1CCC(=CC1)C(=O)O,305.15
18707,CC(C)c1ccc(C)c2ccc(C)c2c1,304.65
17348,CNO,360.65
10441,Clc1ccc(cc1)c1oc(cc1)C=C1C(=O)OC(OC1=O)(C)C,382.15
852,c1cc(ccc1C(F)(F)F)S(=O)(=O)CC#N,417.15
17508,O=C(NN)c1ccc(Cl)cc1,437.15
12662,O1CC(Oc2ccccc12)CNC(=N)N,437.15
6416,c1ccc(cc1)C(c2ccccc2)Cl,292.15
8831,N#Cc1ccc(cc1)C(c2ccc(C#N)cc2)n3cncn3,454.15
7316,c1ccc2c(c1)c(c[nH]2)CCC(=O)O,407.15
18304,Brc1c(CC)c(Br)c(Br)c(Br)c1Br,411.15
2070,c1ccc(cc1)C=C2CCCCC2=O,327.15
816,CC(c1ccc(cc1)N)O,343.15
18337,O=C3OC(=O)c2cccc1cccc3c12,543.15
4269,c1c(ncnc1Cl)N2CCOCC2,423.15
16450,Clc1c(Cl)c(Cl)c(Cl)c2nccnc12,463.15
16005,CC(C)N2c1cc(C)ccc1C(=NC2=O)c3ccccc3,410.65
15705,Oc2c(Sc1cc(Cl)cc(Cl)c1O)cc(Cl)cc2Cl,461.15
15672,CN(C)CCOC(c1ccccc1)c2ccccc2,441.15
16549,Cc1ccc(C)c2cccnc12,277.65
12618,O=C(Nc1ccc(cc1)C(=O)CCCCCCC)C,396.15
1635,c1cc(sc1I)I,314.15
15536,[O-][N+](=O)c1ccc(cc1)c3ccc(/C=N/N2CC(=O)NC2=O)o3,552.65
4710,c1cc(c(cc1Br)F)I,321.15
10778,O=C1OC(=O)C23Cc4cc5CCc5cc4CC13Cc1ccccc1C2,523.15
5066,CCc1ccc(c(c1)OC)O,288.15
22809,O=C(OC)[C@]35c1ccccc1[C@]64c2ccccc2[C@H]3[C@]56C(=O)O[C@@H]4C,476.0
5410,Cc1ccc(c(c1)O)C(=O)O,451.15
10600,O=[N+]([O-])c1ccccc1N1C(=O)C2ON=C(C(=O)c3ccc4ccccc4c3)C2C1=O,449.15
20336,Brc1ccc2ncccc2c1,297.15
13294,CC(C)(CC)C(C)(C)O,272.15
15816,Oc1ccc(cc1)C3=COc2cc(O)cc(O)c2C3=O,574.65
15557,ClC(Cl)=C/C3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,307.15
10626,FC(F)(F)C=1[nH0]2[nH0]c(N)c(N=Nc3ccc4ccccc4c3)c2N=C(C)C=1,519.15
12371,O=C(OCC1OC([nH0]2c[nH0]c3c2[nH0]c[nH0]c3N)C(OC(=O)C)C1OC(=O)C)C,448.15
22019,O=C(N/N=C/c1ccccc1O)c2ccncc2,505.15
15420,CN3[C@@H]1CC[C@H]3CC(C1)OC(=O)C(CO)c2ccccc2,391.65
3807,Cc1ccc(cc1Cl)NC(=O)C,377.15
20765,CC3(C)C2CCC(C)(O)C1CCC(C)C1C23,378.15
17961,ClC2=C(Cl)C3(Cl)C1C(C(=O)OC1=O)C2(Cl)C3(Cl)Cl,506.15
6707,C1CCC(CC1)N,255.15
20810,Clc1c2cc(Cl)c(Cl)c(Cl)c2cc(Cl)c1Cl,391.45
18638,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,417.65
16958,C=CC(O)C(O)C=C,288.15
21386,O=C3O/C(=C/c1ccccc1)c2ccccc23,373.65
4798,c1cc(ccc1CO)Br,351.15
11459,O=C(OCC)C(=Cc1cc(N)cc(c1)C=C(C(=O)OCC)C(=O)OCC)C(=O)OCC,447.15
10278,O=C(OCC)C(C)C(=O)CC(O)CC1CC=C(C)C1(C)C,405.15
9861,O=C1OC(=NC1=Cc1cccc2ccccc21)C,517.15
20884,CC3(C)C1CC2C(C1)C23C(=O)O,424.45
17178,CCCCC(N)=O,379.15
5178,c1cc(ccc1C=O)OCC(=O)O,469.15
13340,O=Cc1ccc(C=O)cc1,388.15
8639,C[Si](C)(C)C#N,284.15
1078,C(C(Br)(Br)Br)O,352.15
5924,Cc1ccc(cn1)O,442.15
19843,O=C(O)CCC1CCCCC1,289.15
4781,c1cc(ccc1c2ccc(cc2)Br)O,439.15
7025,CCOC(=O)c1cnn(c1)c2ccccc2,371.15
3074,C=Cc1ccccc1C(=O)O,367.15
5974,Cc1c(nc(s1)c2ccncc2)c3ccccc3,357.15
5183,c1ccc(cc1)n2c3c(cn2)c(ncn3)O,579.15
8474,C1CCSC1,177.14999999999998
5614,Cc1cccc(c1)c2[nH]nnn2,418.15
8585,c1ccc(cc1)CN(Cc2ccccc2)Cc3ccccc3,366.15
11929,O(CCN(C)C)c1ccc(cc1)C(c1ccccc1)=C(CC)c1ccccc1,369.15
9213,O=C1C2=C(C(=O)C(O)=C1C(C)C)C1(C)CCCC(C)(C)C1C(O)C2OC(=O)C,489.15
13362,OC(=O)Cc1ccccc1,352.15
10776,O1CCOC11Cc2ccccc2C2(OCCO2)Cc2ccccc21,417.15
11087,S1C(=Nc2cc(OC)c(OC)cc2C1c1oc(C)cc1)c1oc(C)cc1,421.15
10796,O=C(N(C)c1ccccc1)c1ccccc1CC(=O)c1ccccc1C,392.15
15190,O=C2C=CC(F)=C/C2=C(NCCCC(N)=O)c1ccc(Cl)cc1,407.15
7129,CCOC(=O)c1cc([nH]n1)C(C)C,348.15
6588,CCCC=NO,244.15
16007,[O-][N+](=O)c3c(C)ccc2C(=O)c1ccccc1C(=O)c23,543.65
3932,Cc1ccc(cc1F)N,306.15
388,C(CCCCCC(=O)O)CCCCCN,459.15
4920,c1cc(c(cc1CO)[N+](=O)[O-])Cl,336.15
6981,C1[C@H]([C@@H]([C@@H]([C@H](O1)O)O)O)O,385.15
18053,C=COC,151.14999999999998
3497,Cc1c(c(on1)C)I,327.15
4431,c1cc(ccc1c2ccc(cc2)[N+](=O)[O-])c3ccc(cc3)[N+](=O)[O-],551.15
1175,Cc1c(c(c(c(c1C)C)CO)C)C,432.15
20068,CC(=O)CCCCC(=O)C,317.15
20180,C[Si]1(O[Si](C)(O[Si](C)(O[Si](C)(O1)C=C)C=C)C=C)C=C,229.65
362,c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N,481.15
6499,c1ccc(c(c1)/C=C/[N+](=O)[O-])[N+](=O)[O-],379.15
20309,FC1(F)C(F)(C(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)F)C(F)(F)F,203.15
8208,CCCCCCCCCCCCCCC(=O)O,326.15
22962,O=Cc1cc(ccc1Cl)[N+]([O-])=O,344.15
731,c1ccc2c(c1)c3c([nH]2)CCCC3,392.15
1619,c1cc(c(cc1F)N)F,287.15
1126,c1ccc(c(c1)C(=O)c2ccccc2Cl)Cl,325.15
12589,S1CC(NC1CCSCC(=O)OCC)C(=O)O,415.15
445,C(CCBr)CCBr,239.15
1820,Cc1cccc(c1[N+]#[C-])C,347.15
923,c1ccc(cc1)C(CBr)Br,345.15
7107,CCOC(=O)Cc1ccc(cc1)O,310.15
7423,C(C(=O)O)S,262.15
14018,CC(C)CCCCCCCCCCCC,265.15
22575,CC(C)CC(=O)OC1C(CCCCCC)C(=O)OC(C)(CC(=O)OC1C)NC(=O)c2ccc(NC=O)cc2O,422.65
3709,c1c(cc(cc1Br)I)C(=O)O,493.15
1128,c1cc2c(cc1C(=O)O)OC(O2)(F)F,429.15
11314,O=C1C(=CN(OC(=O)C)c2ccccc2)C2CCC1(C)C2(C)C,436.15
2954,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])N,380.15
9216,O=C(O)CCc1ccccc1,322.15
16152,Brc1c(c(Br)c(Br)c(Br)c1Br)c2c(Br)c(Br)c(Br)c(Br)c2Br,648.15
14586,N#Cc1cccc(C#N)c1C,409.15
11904,[O-][N+](O)c1c[nH0]c(NN)cc1,480.15
16175,Clc1cc(C)c(OCCCC(=O)OCC)cc1,272.15
17835,Nc1cccc(N)n1,394.65
22935,Brc1c(Br)cc(Br)c(Br)c1,455.15
19127,Clc1cc(OCC(=O)OC(C)CC)c(Cl)cc1Cl,312.15
10876,O=C1Cc2ccc(OC)cc21,328.15
22252,O=C(OC)c1ccc(C)cc1C2NC(=O)C(C)(N2)C(C)C,386.15
22524,N#CCc1ccc2ccccc2c1,356.15
17899,O=C(O)c4cc1ccccc1c(Cc2c3ccccc3cc(C(=O)O)c2O)c4O,588.15
6593,CCCC#N,161.14999999999998
6388,c1ccc2c(c1)cc3ccccc3c2C#N,450.15
17559,O=P(OC)(OC)OC,227.15
20162,Nc1cc(OC)ccc1Cl,300.15
5408,CC1CCNCC1,278.15
15809,OC(=O)c1c(c(c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O)C(=O)O,560.15
14166,O=[N+]([O-])c1cc(Br)ccc1Br,355.15
10008,S(C)C(SC)C1=C(C#N)C(c2ccccc2)C(C(=O)OC)C1(O)c1ccccc1,438.15
16948,Oc2ccc(O)cc2c1ccccc1,375.65
14363,O=C=N/c1cccc(N=C=O)c1C,293.15
3376,c1c(cc(cc1C(F)(F)F)C(F)(F)F)C#N,291.15
22766,O=C1C(SC2=NCCCN12)=Cc4ccc3OCOc3c4,424.5
11197,O=[N+]([O-])c1ccc(cc1)C=NC1C(N=Cc2ccc([N+](=O)[O-])cc2)C2(C)CCC1C2(C)C,443.15
1885,C1C2CC3CC1CC(C2)C3O,574.15
2899,Cc1ccc2cccc(c2n1)[N+](=O)[O-],411.15
13141,CC(=O)OCCOC,208.15
8900,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O,434.15
17058,c1ccc2CCc3ccccc3c2c1,307.65
22270,CCOC1OC(CO[N+]([O-])=O)C(O[N+]([O-])=O)C(O[N+]([O-])=O)C1O[N+]([O-])=O,472.15
17421,Cc1ccc(C)c2ccccc12,280.75
17050,CCCCCCCC(=O)CCCCCCC,316.15
3186,c1cc(cc(c1)O)C(F)(F)F,271.15
7111,CCOC(=O)CC(=O)c1ccc(cc1)[N+](=O)[O-],345.15
5216,Cc1ccc2c(c1)c(=O)cc(o2)c3ccc(cc3)O,514.15
4553,c1cc(c(cc1N)Cl)C#N,391.15
3450,CC(=O)c1cc(cc(c1)F)F,312.15
997,c1ccc2cc(ccc2c1)C(=O)CBr,356.15
16506,Clc1cc(/N=C=O)ccc1,269.15
8410,C(CCCC(=O)O)CCC(=O)O,416.15
18163,CC(C)N(CCO)C(C)C,234.15
9791,S=C1SC(=Cc2cccc(c2)C=C2SC(=S)NC2=O)C(=O)N1,589.15
1235,Cc1cccc(c1N)N,331.15
15740,NC(=O)N3c1ccccc1C(=O)Cc2ccccc23,488.65
5928,c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,431.15
16406,CCC(CC)COC(=O)C=C,203.15
18514,O=C(c1ccc(s1)C(C)C(=O)O)c2ccccc2,369.15
6028,CC(C)(C)c1cc(c(c(c1)O)O)O,408.15
11557,N(=Nc1ccccc1NNc1ccccc1)c1ccccc1,372.15
1466,c1cc(c(cc1Cl)Cl)C(F)(F)F,247.15
2496,B(c1ccnc(c1)Cl)(O)O,435.15
13617,N#CCc1ccccc1C(=O)O,388.15
3023,c1ccc(cc1)c2nc3ccccc3o2,376.15
13862,OCc1ccc(cc1)c2ccccc2,319.15
6785,c1ccc(cc1)CC(=NO)Cc2ccccc2,396.15
4229,c1cc(ccc1CCCl)C(=O)O,461.15
9767,O=C(N(c1cc(ccc1C=CC(=O)O)C=CC(=O)O)C(=O)C)C,586.15
1402,c1ccc(cc1)c2nc(nc(n2)c3ccccc3)c4ccccc4,508.15
18958,C#N,259.75
15979,CS(=O)(=O)Oc1cc2c(cc1)OC(OCC)C2(C)C,344.15
16843,Cc1ccc(C)c(C)n1,310.15
5150,c1cc(ccc1C(F)(F)F)F,231.15
2982,Cc1cccc(c1[N+](=O)[O-])C,288.15
359,c1ccc2c(c1)CCC2N,275.15
9761,O=[N+]([O-])c1cc(N(C(=O)C)C(=O)C)c(C=Cc2ccccc2)c([N+](=O)[O-])c1C=Cc1ccccc1,448.15
16657,Clc1c(Cl)c(Cl)nc(Cl)c1Cl,398.65
12090,O=C(O)C=Cc1ccc(OC)c(O)c1,507.15
13508,Cc1cccc(C)c1[N+](=O)[O-],289.15
1317,Cc1cccc(c1C)C(=O)Cl,275.15
883,C1CC1CCl,182.15
12228,O=C1CC(C)(C)CC(C)=C1O,362.15
6866,CC(CNCC(C)O)O,315.15
10653,Cc1ccc2c(c1)c1CCCCc1c1CCCCc21,366.15
13985,OC(=O)c1cc(ccc1Cl)[N+]([O-])=O,439.15
15872,OC=2c1ccccc1S(=O)(=O)N(C)C=2C(=O)Nc3ccccn3,473.45
14994,CN(C)c1ccc(N=O)cc1,359.15
12823,Oc1ccc2CC3N(CCC45c2c1OC4C1(OC)CCC35CC1C(O)(C)C(C)(C)C)CC1CC1,482.15
5671,CC(=O)c1ccc(c(c1)C(=O)N)O,494.15
14906,c1cccc4c1c2cccc3cccc4c23,380.65
9590,s1cc([nH0]c1C(=NNc1cc[nH0]cc1)C#N)c1ccc(OC)cc1,529.15
3803,c1cc(c(cc1N)Cl)I,341.15
22852,[O-]c1ccc(cc1C[NH2+]CCN(C)C)[N+]([O-])=O,431.65
15407,NCC(=O)O,513.15
14414,Fc1ccc(cc1)[N+](=O)[O-],294.15
7765,CCc1ccc(cc1)N2C(=O)C=CC2=O,339.15
15380,Oc3cccc2C(=O)c1cccc(O)c1C(=O)c23,466.15
16667,Clc1ccc(cc1)CCC2c3cc(OC)c(cc3CCN2C)OC,383.65
22290,[O-][N+](=O)c2cccc1c2cccc1Cl,384.15
1790,c1c(cc(c(c1I)O)I)[N+](=O)[O-],426.15
13443,O=C(O)CCCCCCC,290.15
8025,CCNC(=O)C,241.15
2938,CCCC(C)C=O,173.14999999999998
5156,c1cc(ccc1/C=C/C(=O)O)F,482.15
8163,c12c(c(c(c(c1F)F)F)F)c(c(c(c2F)F)F)F,360.15
20794,ClC(Cl)=C/C3C(C(=O)OC(C#N)c2ccc(F)c(Oc1ccccc1)c2)C3(C)C,333.15
21988,O=S(N)(=O)c1ccc(cc1)S(=O)(=O)CCO,438.15
18773,FC1=CN(C(=O)NC1=O)C2OC(C)C(O)C2O,463.15
12010,S=C1SC(=Cc2ccccc2)C(=O)N1CN1CCCCC1,387.15
18259,S=C(Sc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O)N(C)C,425.65
7018,CCOC(=O)c1cnn(c1C(F)(F)F)c2ccc(cc2)[N+](=O)[O-],381.15
11532,O=C(N1CCc2cc3N(CCc3cc12)C(=O)c1ccccc1)c1ccccc1,567.15
4434,c1ccc(cc1)c2ccc(cc2)C(=O)c3ccc(cc3)c4ccccc4,511.15
16191,O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2,393.15
1739,B(c1c(cccc1Cl)Cl)(O)O,425.15
21636,C=C3CCC(O)CC3=CC=C1/CCCC2(C)C(CCC12)C(C)/C=C/C(C)C(C)C,389.65
12262,O=[N+]([O-])c1ccc[nH0]c1C(C#N)c1[nH0]c2ccccc2[nH0]1C,487.15
11741,O=C(C)c1cc(Cc2cc(c(O)c(C)c2OCC=C)C(=O)C)c(OCC=C)c(C)c1O,416.15
3578,c1c[nH]nc1N,310.15
3831,c1cc(cc(c1)Cl)C(=O)N,408.15
1197,COc1ccc(c(c1OC)OC)C=O,313.15
15615,FC(F)(F)c1cc(ccc1)Nc2ccccc2C(=O)O,406.65
22317,CC3(O)CCC2C4CC=C1C=C(CCC1(C)C4CCC23C)OC5CCCC5,423.15
5832,c1cc2c(cc1Cl)nc([nH]2)S,573.15
7290,c1ccc(cc1)C(=O)NCC(=O)O,463.15
17732,Clc1ccccc1N3C(C)=Nc2ccccc2C3=O,400.15
22654,Clc3ccc(N(C(=O)c1ccccc1)C(=O)c2ccccc2)cc3,418.0
9777,O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C=Cc1ccccc1)C=Cc1ccccc1N,466.15
19992,Nc1ccc(cc1)OCCCCCN3C(=O)c2ccccc2C3=O,386.65
21901,Cc1cc(Cl)cc(Cl)c1Cl,318.65
9657,FC(F)(F)C1=NN(c2ccccc2)C(=O)C1=NNc1c[nH0]ccc1,434.15
18596,n1c3ccccc3nc2ccccc12,449.65
11059,[P+]([O-])(c1ccccc1)(c1ccccc1)C1c2ccccc2Oc2ccccc21,434.15
10204,Clc1cc([N+](=O)[O-])ccc1c1ccc([N+](=O)[O-])cc1,418.15
10467,O=C(OC)c1[nH0][nH0](CO)c(C)c1,362.15
294,CC(C)(C)c1cc(cc(c1)Br)C(C)(C)C,337.15
22837,C#C[C@]1(O)C=C[C@@](C#C)(O)C=C1,398.15
18689,IC1=CN(C(=O)NC1=O)C2CC(O)C(CO)O2,536.15
8884,Nc1ccc(cc1)S(=O)(=O)c2ccc(NC(=O)CCC(O)=O)cc2,430.15
18601,CC(C)(C)NC[C@@H](O)COc1ccccc1C2CCCC2,343.15
19178,Clc2cc1Oc3cc(Cl)cc(Cl)c3Oc1c(Cl)c2,492.15
15374,OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@H]3SC2(C)C,488.65
22407,Cc1cc(F)ccc1,186.15
8234,c1ccc2c(c1)Oc3ccccc3S2,330.15
8769,NC(=O)N2c1ccccc1C=Cc3ccccc23,463.15
2965,c1ccc(c(c1)N)[N+](=O)[O-],345.15
988,Cc1ccc(c(c1)c2ccno2)O,449.15
15155,CC(NC)C1CCC(N)C(O1)OC3C(O)C(OC2OCC(C)(O)C(NC)C2O)C(N)CC3N,378.15
16329,Brc1cc2ccccc2nc1,286.45
6520,c1ccc(cc1)c2ccc(cc2)C(=O)Cl,386.15
17603,C1CCC2CCCCC12,220.15
2272,c1cc(c(c(c1)N)Cl)C(F)(F)F,300.15
4190,C(CP(=O)(O)O)C(=O)O,437.15
2373,c1cc(c(cc1F)C#N)Cl,357.15
12381,O=C1Nc2ccccc2C1=C(C#N)C#N,484.15
8493,Cn1cnc2c1c(=O)[nH]c(=O)n2C,621.15
13064,CCC#CCCCC,169.14999999999998
8144,CCCCCCCCCCCCCCCCCCCCCCCC,324.15
552,c1ccc(cc1)NC(=N)Nc2ccccc2,422.15
22551,CC1CCCC2(C)CC3OC(=O)C(=C)C3C=C12,349.15
20097,c1ccccc1NC2CCCCC2,289.15
21132,O=C(C)Oc1c(cc(c(C)c1[N+]([O-])=O)[N+]([O-])=O)C(C)(C)C,359.65
15937,n1ccnc2ncncc12,412.65
7928,CSCC[C@@H](C(=O)O)NC(=O)OCc1ccccc1,342.15
2095,C(C(=O)c1c(c(c(c(c1F)F)F)F)F)Br,304.15
4057,COc1cccc(c1)C#N,296.15
13892,Clc1ccc(cc1Cl)C(C)=O,346.15
23293,Clc1cc(ccc1OC)NC(=O)N(C)C,400.15
4097,Cc1ccc2c3ccccc3ccc2n1,349.15
21663,NC(CO)C(O)C=CCCCCCCCCCCCCC,340.15
4319,B(c1ccc(cc1)SC)(O)O,483.15
8592,C(=O)(C(Cl)(Cl)Cl)Cl,127.14999999999998
3099,COc1ccccc1CCC(=O)O,360.15
10826,O=C1c2cc(OC)cc(OC)c2C1=O,422.15
3285,c1ccc(cc1)C(=O)c2ccc(c(c2)Cl)Cl,375.15
17344,O=C(O)C(C)(C)O,355.65
8452,CC(C)(C)S(=O)(=O)CC#N,416.15
21209,CNC(=O)Oc1ccc2c(c1)C3(C)CCN(C)OC3N2C,402.15
21422,COc2ccccc2C=C(c1ccccc1)C(=O)O,431.15
15205,Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5,418.15
12852,O=C1CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1,394.15
20616,ClCCCCCCCO,284.15
7245,CC(=CCC/C(=C/CO)/C)C,258.15
8229,c1ccc2c(c1)nc3ccccc3n2,449.15
5959,COC1(CC2=C(C=C1)OCO2)C=O,402.15
22163,[O-][N+](=O)c2cc(cc(Cl)c2Nc1ncc(cc1Cl)C(F)(F)F)[N+]([O-])=O,399.15
9088,O=C1N(C)C(=CC=C)C(=CC)C(O)=C1C1=NNC(=O)C1=CNc1cc[nH0]cc1,511.15
1601,c1cc(c(cc1Cl)C#N)Cl,403.15
7600,COC(=O)c1ccc(c(c1)[N+](=O)[O-])I,376.15
13625,COC(=O)c1ccc(cc1)C=C,309.15
3538,Cc1cc(cc(c1)C(C)(C)C)C(C)(C)C,305.15
10415,s1c2sc(c(N)c2c(N)c1C(=O)OCC)C(=O)OCC,474.15
2672,c1ccc(c(c1)C=O)OCC(=O)O,406.15
22058,O=S(=O)(c1coc(c1)S(=O)(N)=O)c2ccc(O)cc2,448.15
1865,CC(=O)c1ccc(s1)Br,368.15
20638,O=C1NC(=O)CC(C1CCN(CC)CC)c2ccccc2,399.15
7381,CC(C)CC(=O)O,240.15
2181,c1c(cc(c(c1Cl)N)Br)C(F)(F)F,304.15
3443,CCC(=O)c1cc(c(c(c1)F)O)F,403.15
1310,Cc1ccc(c(c1C)N)[N+](=O)[O-],390.15
3732,c1cc(cc(c1)Br)CC#N,300.15
18104,O=C(N)Oc1ccc(cc1)Cc2ccccc2,421.65
15355,Cc4cccc(Cl)c4NC(=O)c3cnc(Nc1nc(C)nc(c1)N2CCN(CCO)CC2)s3,556.15
19653,O=C1NC(=O)NC(=O)C1(CC=C)C(C)(C)CC,429.15
22026,O=C(O)CN(C)C(=O)COC(=O)c1ccccc1,379.65
10012,O=C1C=C2CCC3C4CCC(O)(C#Cc5ccccc5)C4(C)CCC3C2(C)CC1,459.15
22329,Cc1cc(ccc1)[Si](Cl)(Cl)Cl,247.15
18592,O=S(F)(=O)Cc1ccccc1,366.15
13087,ClCCCCl,173.14999999999998
6720,C1CCC(C1)C(=O)O,266.15
12786,Oc1ccc(cc1)C(O)C(NC(C)COc1ccccc1)C,376.15
1132,C(C(F)F)O,245.15
3904,Cc1c(cccc1F)N,280.15
21530,Oc2ccc(Nc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O)cc2,467.15
6573,B(C)(C)Br,144.14999999999998
3666,c1cc(c(c(c1F)C=O)F)Br,328.15
14204,[2H]C([2H])([2H])[2H],90.14999999999998
11191,OC1C(NCC(O)(C)CC)C2CCC1(C)C2(C)C,392.15
20555,CCCCCS(=O)(=O)O,289.04999999999995
591,c1ccc(cc1)C(=O)Oc2cccc(c2)OC(=O)c3ccccc3,391.15
7005,C1C(O1)CCl,216.15
19913,CC1=CC(=O)N(N1)c2ccccc2,401.15
8575,c1ccc2c(c1)cccc2P(c3cccc4c3cccc4)c5cccc6c5cccc6,540.15
23209,C(C)(C)(C)OC(=O)N[C@H]1[C@@H]([C@@H](C[C@@H]1C(=O)OCC)[C@@H](C)NC(=O)OC(C)(C)C)O,414.65
3330,COc1ccc(cc1OC)S(=O)(=O)Cl,341.15
6732,C[C@H]([C@H](C(=O)O)N)O,551.15
4347,c1cc(ccc1C(F)(F)F)N,280.15
17919,COc1cc2C=CC(=O)Oc2cc1OC,418.65
11089,o1c(C)ccc1C(c1ccc(cc1)C(c1oc(C)cc1)c1oc(C)cc1)c1oc(C)cc1,429.15
5326,COc1ccc(cc1)S(=O)(=O)Cl,313.15
22724,O=C(Oc1c(cccc1OC)C=Cc2ccc(OC)c(OC)c2)C,374.5
9305,O=[N+]([O-])c1ccc(NN=Cc2ccccc2CCC)c([N+](=O)[O-])c1,501.15
17079,CN(C)S(=O)(=O)N(SC(Cl)(Cl)F)c1ccc(C)cc1,369.15
21946,CNC(=O)COC(=O)c1ccccc1,384.65
8079,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,403.15
12261,O=C1N2c3ccccc3N(C)C2=C(C#N)c2[nH0]cccc12,566.15
18391,O=C(O)[C@H]3[C@@H]5[C@]1(C)C(=O)O[C@]5(C=C[C@@H]1O)[C@@H]4CC[C@]2(O)C[C@]34CC2=C,507.15
3088,Cc1c(c(no1)c2c(cccc2Cl)F)C(=O)Cl,324.15
4396,c1cc(ccc1Cc2ccc(cc2)N)N,363.15
22004,CCN(CC)C(=O)COC(=O)c1ccccc1,345.65
16339,O=C2c1ccccc1C(=O)N2CC,352.15
16758,COc1cc(CC(=O)O)ccc1,345.15
13057,O=C1C=CC(=O)C=C1,387.15
3077,c1cc(cc(c1)N)c2[nH]nnn2,477.15
11410,N(c1ccc(cc1)c1ccccc1)=C(Nc1ccc(cc1)c1ccccc1)CNc1ccc(cc1)c1ccccc1,463.15
11684,FC(F)(F)C(C(=O)NCC=C)C(F)(F)F,390.15
17435,BrC(Br)(Br)Br,363.25
13769,BrCCCCCCC,217.15
14820,C=CC=C,160.14999999999998
11668,FC(F)(F)C(C(=O)Nc1ccc(C)c(C)c1)C(F)(F)F,462.15
587,c1c(cc(c(c1Br)I)Br)F,407.15
5630,c1cc2c(cc1OC(F)(F)F)C(=O)C(=O)N2,444.15
16135,Brc1cc(Br)c(Br)c(Br)c1O,386.65
1457,COc1ccc(cc1Cl)Cl,299.15
11550,O=C(Nc1ccc(cc1)c1ccc2[nH0][nH0]([nH0]c2c1)c1ccccc1)c1ccc(OC)cc1,379.15
19537,Fc1cc(CC(=O)O)ccc1,316.15
6680,C(C#N)C(=O)O,340.15
14153,CCCCCCCCCCCCCCCCCC#C,306.15
18573,COc1nc(NC(C)C)nc(NC(C)C)n1,364.65
20178,ClC(Cl)(Cl)S(Cl)(=O)=O,413.65
