SMILES,Tm
c1cc(ccc1C(=O)Cl)[N+](=O)[O-],346.15
c1cc(ccc1CO)[N+](=O)[O-],367.15
c1cc(ccc1CBr)[N+](=O)[O-],372.15
c1cc(ccc1COC(=O)CBr)[N+](=O)[O-],323.15
c1cc(ccc1CCl)[N+](=O)[O-],345.15
c1cc(c(cc1[N+](=O)[O-])O)O,449.15
c1ccc(cc1)C(=O)/C=C/c2ccc(cc2)[N+](=O)[O-],437.15
c1cc(ccc1/C=C/CO)[N+](=O)[O-],400.15
c1cc(ccc1C(=O)NCC(=O)O)[N+](=O)[O-],403.15
c1cc2c(cc[nH]2)c(c1)[N+](=O)[O-],478.15
Cc1ccc(c(c1)C)[N+](=O)[O-],279.15
c1cc(c(cc1[N+](=O)[O-])N)N,474.15
Cc1ccc(cc1C)[N+](=O)[O-],302.15
c1cc(ccc1[N+](=O)[O-])O,386.15
c1cc(ccc1[N+](=O)[O-])OCC(=O)NN,462.15
c1cc(ccc1[N+](=O)[O-])OCC#N,348.15
CC(=O)Oc1ccc(cc1)[N+](=O)[O-],351.15
c1ccc(cc1)C(=O)Oc2ccc(cc2)[N+](=O)[O-],416.15
c1cc(ccc1[N+](=O)[O-])OC(=O)CBr,359.15
c1cc(ccc1[N+](=O)[O-])OC(=O)CCl,367.15
c1cc(ccc1[N+](=O)[O-])OC(=O)Cl,352.15
c1cc(ccc1[N+](=O)[O-])OC=O,345.15
c1cc(ccc1N=C=O)[N+](=O)[O-],331.15
c1cc(ccc1N=C=S)[N+](=O)[O-],381.15
CCCCCCCCCCCCCCCC(=O)Oc1ccc(cc1)[N+](=O)[O-],339.15
c1ccc(cc1)Oc2ccc(cc2)[N+](=O)[O-],328.15
c1ccc(cc1)Sc2ccc(cc2)[N+](=O)[O-],329.15
c1cc(ccc1[N+](=O)[O-])OS(=O)(=O)C(F)(F)F,325.15
c1cc(ccc1CC(=O)O)[N+](=O)[O-],427.15
c1cc(ccc1CC#N)[N+](=O)[O-],389.15
c1cc(ccc1C(=O)C(=O)O)[N+](=O)[O-],383.15
c1cc(c(cc1[N+](=O)[O-])C(=O)O)C(=O)O,436.15
c1cc2c(cc1[N+](=O)[O-])C(=O)NC2=O,475.15
c1c[n+](ccc1[N+](=O)[O-])[O-],434.15
c1ccc2c(c1)c(cc[n+]2[O-])[N+](=O)[O-],428.15
C=Cc1ccc(cc1)[N+](=O)[O-],300.15
COc1ccc(cc1)S[N+](=O)[O-],342.15
Cc1ccc(cc1)[N+](=O)[O-],325.15
COc1ccc(cc1OC)[N+](=O)[O-],370.15
B(c1ccc(cc1)CCCCCCCCC)(O)O,357.15
CCCCCCCCCOc1ccc(cc1)N,312.15
CCCCCCCCCc1ccc(cc1)O,318.15
CCCCCCCCc1ccc(cc1)C(=O)O,371.15
CCCCCCCCc1ccc(cc1)c2ccc(cc2)C#N,294.15
CCCCCCCCOc1ccc(cc1)C(=O)O,376.15
CCCCCCCCOc1ccc(cc1)C#N,298.15
CCCCCCCCc1ccc(cc1)O,318.15
B(c1ccc(cc1)CCCCC)(O)O,356.15
CCCCCc1ccc(cc1)S(=O)(=O)Cl,315.15
CCCCCc1ccc(cc1)c2ccccc2,283.15
CCCCCOc1ccc(cc1)C(=O)O,396.15
CCCCCc1ccc(cc1)O,297.15
CCCc1ccc(cc1)S(=O)(=O)Cl,294.15
CCCc1ccc(cc1)C(=O)O,415.15
CCCc1ccc(cc1)c2ccc(cc2)C(=O)O,499.15
CCCc1ccc(cc1)O,294.15
c1cc(sc1)C(=O)CCC(=O)O,392.15
C=CCCC(=O)O,251.15
C#CCCC(=O)O,329.15
CC(=O)c1ccc(cc1)Oc2ccccc2,323.15
c1ccc(cc1)Oc2ccc(cc2)N,357.15
c1ccc(cc1)Oc2ccc(cc2)C=O,298.15
c1ccc(cc1)Oc2ccc(cc2)S(=O)(=O)N,404.15
c1ccc(cc1)Oc2ccc(cc2)S(=O)(=O)Cl,317.15
c1ccc(cc1)Oc2ccc(cc2)C(=O)O,435.15
c1ccc(cc1)Oc2ccc(cc2)C#N,317.15
c1ccc(cc1)C(=O)c2ccc(cc2)Oc3ccccc3,337.15
c1ccc(cc1)OCCCC(=O)O,336.15
c1ccc(cc1)Oc2ccc(cc2)O,357.15
c1ccc(cc1)Oc2ccc(cc2)CC(=O)O,349.15
c1ccc(cc1)c2c3ccccc3c(=O)[nH]n2,513.15
c1ccc(cc1)c2csnn2,351.15
c1ccc(cc1)c2csc(n2)c3ccccn3,330.15
c1ccc(cc1)c2csc(n2)c3cccnc3,327.15
c1ccc(cc1)c2csc(n2)c3ccncc3,366.15
Cc1cccc(c1)c2nc(cs2)c3ccccc3,321.15
Cc1ccc(cc1)c2nc(cs2)c3ccccc3,331.15
c1ccc(cc1)NC(=S)NN,411.15
c1ccc(cc1)Nc2ccc(cc2)N=Nc3ccccc3,356.15
c1ccc(cc1)/N=N/c2ccc(cc2)N3C(=O)C=CC3=O,437.15
c1ccc(cc1)/N=N/c2ccc(cc2)O,427.15
c1ccc(cc1)N=Nc2ccc(cc2)N=C=S,370.15
c1ccc(cc1)CCCC(=O)O,324.15
c1ccc(cc1)c2ccc(cc2)/C=C/C(=O)O,499.15
c1ccc(cc1)C2CCC(=O)CC2,353.15
c1ccc(cc1)c2c[nH]cn2,417.15
c1ccc(cc1)c2ccc(cc2)O,439.15
c1ccc(cc1)C23CCN(CC2)CC3,397.15
c1ccc(cc1)NC(=O)NN,397.15
c1ccc(cc1)n2c(=O)[nH][nH]c2=O,481.15
Cc1ccncc1,276.15
Cc1cc[n+](cc1)[O-],457.15
C1CNCCC1CO,332.15
c1cnccc1CC(=O)N,419.15
c1cnccc1CO,327.15
c1cncnc1CO,350.15
CC(C)(C)c1ccc(cc1)C(=O)CCl,309.15
CC(C)(C)NC(=S)NN,413.15
CC(C)(C)c1ccc(cc1)C(=O)CCCCl,321.15
CC(=O)c1ccc(cc1)C(C)(C)C,291.15
CC(C)(C)c1ccc(cc1)N,289.15
CC(C)(C)c1ccc(cc1)OC,291.15
CC(C)(C)c1ccc(cc1)C(=O)N,446.15
B(c1ccc(cc1)C(C)(C)C)(O)O,467.15
CC(C)(C)c1ccc(cc1)S(=O)(=O)Cl,355.15
CC(C)(C)c1ccc(cc1)C(=O)NN,402.15
CC(C)(C)c1ccc(cc1)C(=O)O,439.15
CC(C)(C)c1ccc(cc1)C(=O)c2ccccc2,313.15
CC(C)(C)c1ccc(cc1)CBr,283.15
CC(C)(C)c1ccc2cc1Cc3cccc(c3)Cc4cccc(c4)Cc5cccc(c5)C2,615.15
CC(C)(C)c1ccc2cc1Cc3cccc(c3)Cc4cccc(c4)Cc5cccc(c5)Cc6cccc(c6)Cc7cccc(c7)C2,652.15
CC(C)(C)c1ccc(c(c1)O)O,328.15
CC(C)(C)C1CCC(=O)CC1,322.15
CC(C)(C)c1ccc(cc1)O,372.15
CC(C)(C)c1ccc(cc1)C=C,235.15
Cc1ccc(cc1)C(C)(C)C,210.15
CCC(C)(C)c1ccc(cc1)S(=O)(=O)Cl,320.15
CCC(C)(C)c1ccc(cc1)O,362.15
CCCCCCCCCC(=O)CCC,292.15
c1cc(ccc1CS(=O)(=O)Cl)C(F)(F)F,377.15
c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccc(cc4)N,531.15
c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccc(cc4)O,554.15
B(c1ccc(cc1)C=C)(O)O,463.15
C=Cc1ccc(cc1)C(=O)O,415.15
C=Cc1ccc(cc1)c2ccccc2,389.15
c1cc(c(c(c1)Cl)Cl)c2[nH]nnn2,454.15
c1cc(c(cc1Cl)Cl)c2[nH]nnn2,436.15
c1cc(c(cc1Cl)c2[nH]nnn2)Cl,430.15
c1cc(c(c(c1)Cl)c2[nH]nnn2)Cl,476.15
c1ccc(c(c1)c2[nH]nnn2)Br,455.15
c1ccc(c(c1)c2[nH]nnn2)Cl,453.15
c1ccc(c(c1)c2[nH]nnn2)F,431.15
c1cc(oc1)c2cc(n[nH]2)C(=O)O,493.15
COc1ccccc1c2[nH]nnn2,428.15
Cc1ccccc1c2[nH]nnn2,426.15
c1cc(sc1)CCCCC(=O)O,314.15
c1cc(c(cc1c2[nH]nnn2)Cl)Cl,434.15
c1c(cc(cc1Cl)Cl)c2[nH]nnn2,480.15
c1cnoc1c2cc(cc(c2)F)F,350.15
c1ccc(cc1)COc2cccc(c2)c3[nH]nnn3,482.15
c1cc(cc(c1)Br)c2[nH]nnn2,424.15
c1cc(cc(c1)Cl)c2[nH]nnn2,413.15
c1cc(cc(c1)F)c2[nH]nnn2,416.15
COc1cccc(c1)c2[nH]nnn2,430.15
Cc1cccc(c1)c2[nH]nnn2,418.15
c1ccc(cc1)Oc2cccc(c2)c3[nH]nnn3,426.15
c1cc(cc(c1)OC(F)(F)F)c2[nH]nnn2,431.15
c1cc(ccc1c2[nH]nnn2)Cl,536.15
CCN(CC)c1ccc(cc1)C=C2C(=O)NC(=S)S2,436.15
CN(C)c1ccc(cc1)/C=C2/C(=O)NC(=S)S2,551.15
c1cc(ccc1c2[nH]nnn2)F,483.15
c1cc(ccc1c2ccno2)F,328.15
c1cc(ccc1CCCCC(=O)O)F,347.15
c1cc(ccc1CCCCC(=O)O)O,391.15
COc1ccc(cc1)c2[nH]nnn2,510.15
Cc1ccc(cc1)c2[nH]nnn2,524.15
c1cc(c(cc1N2CCOCC2)O)[N+](=O)[O-],417.15
c1c(cncc1Br)c2[nH]nnn2,500.15
CCSc1[nH]nnn1,349.15
c1ccc(cc1)S(=O)(=O)c2ccc(s2)S(=O)(=O)Cl,377.15
c1cc2c(cc1OC(F)(F)F)C(=O)C(=O)N2,444.15
c1cc(c(cc1OC(F)(F)F)C(=O)O)O,405.15
c1cc2c(cc[nH]2)cc1C(F)(F)F,342.15
c1cc(ncc1C(F)(F)F)C=O,305.15
c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F,526.15
CC(C[C@@H](C(=O)O)N)C(F)(F)F,547.15
Cc1ccc(nc1)c2ccc(cn2)C,389.15
CC1(C(=O)NC(=O)N1)C,449.15
CC1(C(=O)NC(=O)O1)C,352.15
c1ccc(cc1)C2(C(=O)NC(=O)N2)c3ccccc3,569.15
c1ccc2c(c1)c3c([nH]2)CCCCC3,418.15
c1cc2c(c(c1)O)CCCC2,343.15
c1cc2c(cc1O)CCCC2,335.15
c1ccc(cc1)c2cc(=O)c3c(o2)cc(c(c3O)O)O,542.15
COc1cc2c(c(=O)cc(o2)c3ccccc3)c(c1OC)OC,439.15
c1cc(ncc1c2cc(cnc2)Br)Br,476.15
CCc1c(nnc(n1)c2ccccn2)CC,343.15
c1cc(c(c(c1O)C=O)F)F,328.15
c1cc(c(c(c1O)C(=O)O)F)F,456.15
CC1CNC(=O)NC1=O,537.15
CC1CC(=O)NC(=O)N1,492.15
C1CNC(=O)NC1=O,552.15
COc1cc2c(cc1OC)C(=O)CC2,392.15
COc1cc2c(cc1OC)nc[nH]2,459.15
COc1cc2cc[nH]c2cc1OC,430.15
Cc1c(c2cccnc2c3c1cccn3)C,541.15
Cc1cc2c(cc1C)nsn2,357.15
Cc1c(nnc(n1)c2ccccn2)C,358.15
Cc1cc2c(cc1C)nc[nH]2,477.15
c1cc2c(cc(c(c2nc1)O)Br)Br,474.15
c1cc2c(cc(c(c2nc1)O)Cl)Cl,454.15
COc1ccc(cc1)c2coc3cc(cc(c3c2=O)O)O,485.15
Cc1cc(=O)oc2c1c(cc(c2)O)O,572.15
c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O,560.15
COc1cc2c(ccc(=O)o2)c(c1)OC,421.15
Cc1cc(c2c(c1)C(=O)C(=O)N2)C,519.15
C(CCO)CC#CC#CCCCCO,323.15
c1cc(cc(c1)C(F)(F)F)c2[nH]nnn2,430.15
CSc1ccc(cc1)c2[nH]nnn2,488.15
CC(=O)c1ccc2c(c1)CCO2,331.15
Cc1c(cnc(n1)N)C(=O)C,500.15
CC(=O)c1ccc(c(c1)C(=O)N)O,494.15
CC(=O)c1ccc(c(c1)C(=O)O)O,488.15
B(c1ccc(s1)C(=O)C)(O)O,418.15
CC(=O)c1ccc(s1)C#N,351.15
CC(=O)c1ccc(s1)C(=O)O,483.15
CC(=O)CCCCC(=O)O,308.15
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,415.15
C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CCC(=O)C4)C)C,403.15
c1ccc(c(c1)n2c(c(cn2)C#N)N)Cl,411.15
c1cc(cc(c1)Cl)n2c(c(cn2)C#N)N,458.15
c1cc(ccc1n2c(c(cn2)C#N)N)Cl,444.15
Cc1cc(n(n1)C)N,348.15
c1ccc(cc1)c2cc(n(n2)c3ccccc3)N,404.15
c1cc2c(cc1N)nn[nH]2,433.15
c1cc2c(cc1N)cn[nH]2,448.15
Cn1c(cc(n1)c2ccccc2)N,400.15
C(CCN)CCO,309.15
c1cc(ncc1N)N2CCOCC2,402.15
c1cc2c(cc1N)nc([nH]2)C(F)(F)F,461.15
c1(c(c(c(c(c1I)N)I)C(=O)O)I)C(=O)O,541.15
c1cc(ncc1N)Br,350.15
c1cc(ncc1N)Cl,356.15
c1cc(ncc1N)C#N,423.15
c1cc(c(cc1N)C(=O)O)F,464.15
c1cc(c(cc1N)C#N)F,367.15
c1cc(ncc1N)F,364.15
c1cc(ncc1N)I,338.15
c1cc2c(cc1N)nc([nH]2)S,515.15
COc1ccc(cc1O)N,404.15
COc1ccc(cn1)N,303.15
Cc1ccc(cn1)N,370.15
c1cc(sc1)c2cc([nH]n2)N,374.15
Cc1c(noc1N)C,392.15
Cc1cc(on1)N,356.15
c1ccc(cc1)c2cc(on2)N,382.15
CC(C)(C)c1cc(n(n1)C)N,430.15
c1nc(c(c(n1)Cl)N)Cl,418.15
Cn1c(c(cn1)Br)N,372.15
c1ccc(cc1)n2c(c(c(n2)CC#N)C#N)N,437.15
c1cc2c(cc1N)CCC2,308.15
c1cc2c(cc[nH]2)cc1N,405.15
c1cc2cnccc2c(c1)N,402.15
c1cc(ncc1CN)Cl,303.15
c1cc(ncc1N)C(=O)O,491.15
c1cc(c2cccnc2c1)N,381.15
C(CCN)CC(=O)O,430.15
c1cncc2c1[nH]cn2,445.15
c1ccc(cc1)C(=O)CCCCC(=O)O,350.15
Cc1cc(ccc1[N+](=O)[O-])OCc2ccccc2,343.15
c1ccc(cc1)COc2ccc3c(c2)cc[nH]3,372.15
c1ccc(cc1)COc2ccc3c(c2)cc([nH]3)C(=O)O,470.15
c1ccc(cc1)COc2ccc3c(c2)c(c[nH]3)C=O,514.15
COc1cc(cc(c1OC)OC)Br,352.15
Cc1cc(c(cc1C)Br)C,345.15
Cc1cc(cn(c1=O)C)Br,379.15
c1cc2c(cc1Br)CCC2=O,400.15
CC(C)(C)Oc1ncc(cn1)Br,335.15
c1cc(ncc1Br)C(F)(F)F,313.15
c1cc(cnc1)c2ccc(cn2)Br,350.15
c1c(cnc(c1N)N)Br,430.15
COc1cc(cc(c1F)F)Br,308.15
CC(C)(C)Oc1c(cnc(n1)OC(C)(C)C)Br,333.15
c1c(c(nc(n1)Cl)Cl)Br,303.15
c1cc(c(nc1)Cl)c2ccc(cn2)Br,405.15
c1cc(c(cc1Br)C(=O)O)Cl,433.15
c1cc(c(cc1Br)C(F)(F)F)Cl,252.15
c1cc(c(cc1Br)O)Cl,330.15
c1cc(ncc1Br)Cl,343.15
c1c(cnc(n1)Cl)Br,352.15
c1cc(ncc1Br)C#N,399.15
CCOc1ccc(cc1C=O)Br,342.15
CCOc1ccc(cn1)Br,307.15
Cc1cc(cnc1F)Br,335.15
c1cc(c(cc1Br)C#N)F,352.15
c1cc(c(cc1Br)/C=C/C(=O)O)F,468.15
c1c(cnc(n1)F)Br,365.15
c1cc(oc1C=O)Br,357.15
c1cc(oc1C(=O)O)Br,463.15
CC(=O)c1cc(cc(c1O)[N+](=O)[O-])Br,404.15
c1c(cnc(c1[N+](=O)[O-])O)Br,520.15
c1ccc(cc1)C(=O)c2cc(ccc2O)Br,383.15
c1cc(c(cc1Br)CO)O,382.15
c1cc(ncc1Br)O,453.15
c1cc(c(cc1Br)C#N)I,394.15
c1cc(ncc1Br)I,388.15
c1c(cnc(n1)I)Br,374.15
COc1ccc(cc1N)Br,368.15
COc1ccc(cc1C=O)Br,389.15
COc1ccc(cc1S(=O)(=O)Cl)Br,387.15
COc1ccc(cc1C#N)Br,364.15
COc1ccc(cc1/C=C/[N+](=O)[O-])Br,394.15
COc1ccc(cc1/C=C/C(=O)O)Br,498.15
Cc1ccc(cc1O)Br,352.15
Cc1ccc(cn1)Br,307.15
c1cc(c(cc1Br)C(F)(F)F)[N+](=O)[O-],307.15
c1cc(ncc1Br)[N+](=O)[O-],422.15
c1ccc(cc1)c2ccc(cn2)Br,347.15
c1c(cc(c(c1C=O)O)OC(F)(F)F)Br,319.15
c1c(cncc1Br)C#N,378.15
COc1cc(cc(c1O)C=O)Br,402.15
Cc1cc(cnc1NC(=O)C(C)(C)C)Br,400.15
c1c(cc(c(c1C=O)O)[N+](=O)[O-])Br,399.15
c1c(cncc1Br)CC(=O)O,457.15
c1nc(c(c(n1)Cl)Br)Cl,352.15
CC(=O)n1cc(c2c1ccc(c2Cl)Br)OC(=O)C,439.15
c1c(cnc(c1Br)Cl)C(=O)O,445.15
c1c[nH]c2c1cc(cn2)Br,452.15
c1c[nH]c2c1cc(cc2[N+](=O)[O-])Br,486.15
c1c(cc(c2c1CCN2)[N+](=O)[O-])Br,404.15
c1cc(c(cc1C(=O)CBr)C(=O)N)O,476.15
c1cc2c(ccs2)cc1Br,319.15
c1cc2c(cc[nH]2)cc1Br,364.15
c1cc2c(cc1Br)c(c[nH]2)C=O,478.15
c1cc2c(cc1Br)CCN2,311.15
c1c(cc(cc1C(=O)O)Br)C(=O)O,556.15
c1cc2cnccc2c(c1)Br,355.15
c1c(cncc1Br)C(=O)N,500.15
c1c(cncc1Br)C(=O)O,457.15
c1c(cncc1Br)C(=O)Cl,346.15
c1cc(ncc1Br)C=O,368.15
c1cc(ncc1Br)C(=O)O,447.15
c1c(cncn1)Br,345.15
c1cc2c(cccn2)c(c1)Br,319.15
c1cc(c(cc1Br)C=O)O,378.15
c1cc(c(cc1Br)C(=O)O)O,441.15
c1cc(sc1C=NO)Br,406.15
c1cc(sc1C(=O)O)Br,413.15
c1cc(sc1S(=O)(=O)Cl)Br,314.15
c1c(c(=O)[nH]c(=O)n1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)Br,465.15
C(CCBr)CC(=O)O,313.15
COc1cc(cc(c1O)Br)C=O,437.15
c1cc2cc(c3cccnc3c2nc1)Cl,396.15
c1c(cc(c(c1F)Br)Br)Cl,311.15
c1cc2c(cc1Cl)CCC2=O,367.15
c1ccc(cc1)n2c(nnn2)Cl,396.15
c1cc(c(cc1Cl)O)Oc2ccc(cc2Cl)Cl,330.15
c1cc2c(cc1Cl)nc(o2)O,464.15
c1cc(c(cc1Cl)C(=O)O)C(F)(F)F,359.15
c1cc(c(cc1Cl)CC(=O)O)C(F)(F)F,391.15
c1cc(c(cc1Cl)CC#N)C(F)(F)F,335.15
c1c(cnc(c1N)N)Cl,445.15
B(c1cc(c(cc1F)F)Cl)(O)O,493.15
COc1cc(c(cc1N=C=O)Cl)OC,366.15
c1c(c(cc(c1Cl)[N+](=O)[O-])[N+](=O)[O-])C(=O)O,454.15
Cc1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Cl,363.15
c1cc(c(nc1)F)c2ccc(cn2)Cl,373.15
c1cc(c(cc1Cl)C(=O)N)F,409.15
c1cc(c(cc1Cl)S(=O)(=O)N)F,408.15
c1cc(c(cc1Cl)S(=O)(=O)Cl)F,316.15
c1cc(c(cc1Cl)C(=O)O)F,422.15
c1cc(c(cc1Cl)C#N)F,341.15
c1cc(oc1C=O)Cl,308.15
c1c(cnc(c1I)NN)Cl,410.15
Cc1cc(cc(c1O)C=O)Cl,332.15
CC(=O)c1cc(cc(c1O)[N+](=O)[O-])Cl,407.15
CC(=O)c1cc(ccc1O)Cl,326.15
c1cc(c(cc1Cl)C(=O)N)O,498.15
c1cc(c(cc1Cl)CO)O,359.15
c1c(cnc(c1C(=O)O)O)Cl,532.15
c1cc(ncc1Cl)O,437.15
c1cc(c(cc1Cl)N)I,314.15
c1cc2c(cc1Cl)nc([nH]2)S,573.15
c1cc2c(cc1Cl)nc(s2)S,472.15
Cc1cc(c(cc1Cl)S(=O)(=O)N)OC,443.15
Cc1cc(c(cc1Cl)S(=O)(=O)Cl)OC,400.15
COc1ccc(cc1N)Cl,355.15
COc1ccc(cc1C=O)Cl,350.15
B(c1cc(ccc1OC)Cl)(O)O,411.15
COc1ccc(cc1S(=O)(=O)Cl)Cl,375.15
COc1ccc(cc1C(=O)O)Cl,372.15
COc1ccc(cc1C#N)Cl,373.15
COc1ccc(cc1N=C=O)Cl,333.15
COc1ccc(cc1N=C=S)Cl,331.15
CNc1ccc(cc1C(=O)c2ccccc2)Cl,369.15
Cc1ccc(cc1N)Cl,296.15
Cc1cc2cc(ccc2[nH]1)Cl,385.15
Cc1ccc(cc1O)Cl,346.15
c1cc(c(cc1Cl)N)[N+](=O)[O-],399.15
c1cc(c(cc1Cl)C(=O)N)[N+](=O)[O-],430.15
c1cc(c(cc1Cl)C(=O)O)[N+](=O)[O-],411.15
c1cc(c(cc1Cl)C(F)(F)F)[N+](=O)[O-],295.15
c1cc(ncc1Cl)[N+](=O)[O-],395.15
c1c(cncc1Cl)O,434.15
Cc1csc2c1cc(cc2)Cl,308.15
c1ccc(cc1)c2c3cc(ccc3no2)Cl,389.15
CC(=O)Nc1cc(c(cc1[N+](=O)[O-])F)Cl,384.15
c1c(c(cc(c1Cl)F)[N+](=O)[O-])N,416.15
Cc1cc(c(cc1Cl)N)[N+](=O)[O-],434.15
c1c(c(sc1S(=O)(=O)Cl)Cl)[N+](=O)[O-],326.15
c1cc2c(ccc(c2nc1)O)Cl,396.15
c1cc2c(cc1Cl)c(cs2)CC(=O)O,427.15
c1cc2c(cc1Cl)c(cs2)CC#N,407.15
c1cc2c(cc1Cl)no[n+]2[O-],320.15
c1cc2c(cc1Cl)nco2,317.15
c1cc2c(cc[nH]2)cc1Cl,344.15
c1cc2c(cc1Cl)c(c[nH]2)C=O,484.15
c1c(cncc1Cl)C(=O)O,443.15
c1c(ncc(n1)Cl)C(=O)O,428.15
c1cc(ncc1Cl)C(=O)O,442.15
c1cc(c(cc1Cl)C=O)O,374.15
c1cc(c(cc1Cl)C(=O)O)O,447.15
B(c1ccc(s1)Cl)(O)O,411.15
c1cc(sc1C(=O)O)Cl,424.15
c1cc(sc1S(=O)(=O)N)Cl,390.15
c1cc(sc1S(=O)(=O)Cl)Cl,300.15
COc1cc(cc(c1O)Cl)C(=O)O,518.15
COc1cc(cc(c1O)Cl)C=O,437.15
c1cc(ncc1C#N)C(F)(F)F,312.15
Cc1ccc(cn1)C#N,358.15
B(c1ccc(s1)C#N)(O)O,400.15
c1ccc(cc1)C2(C(=O)NC(=O)N2)C3CCC3,508.15
CCOc1ccc2c(c1)nc([nH]2)S,522.15
CCc1ccc(nc1)CCO,315.15
CCc1ccc(nc1)C,202.15
CCc1cc(c(nc1)C(=O)O)C(=O)O,426.15
CCc1c[nH]c(=O)[nH]c1=O,582.15
Cc1cc(cc(c1[N+](=O)[O-])C)F,327.15
c1cc2c(cc1F)cn[nH]2,396.15
c1cc2c(cc1F)CCC2=O,312.15
c1cc(c(cc1F)N)C(F)(F)F,304.15
c1cc(c(cc1F)C(=O)O)C(F)(F)F,355.15
c1cc(c(cc1F)CO)C(F)(F)F,323.15
c1cc(c(cc1F)O)C(F)(F)F,323.15
c1c(c(nc(n1)Cl)Cl)F,311.15
c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)F,423.15
CC(=O)c1cc(ccc1O)F,330.15
c1cc(c(cc1F)N)I,314.15
COc1ccc(cc1C#N)F,390.15
COc1ccc(cc1CBr)F,333.15
Cc1ccc(cc1N)F,312.15
B(c1cc(ccc1C)F)(O)O,422.15
Cc1ccc(cc1C(=O)O)F,404.15
Cc1ccc(cc1C#N)F,316.15
Cc1ccc(cc1CO)F,311.15
c1cc(c(cc1F)C=O)[N+](=O)[O-],368.15
c1cc(c(cc1F)C(=O)O)[N+](=O)[O-],408.15
c1cc(c(cc1F)C#N)[N+](=O)[O-],376.15
c1cc(c(cc1F)C(F)(F)F)[N+](=O)[O-],296.15
c1cc(c(cc1F)O)[N+](=O)[O-],306.15
c1cc(c(cc1F)CC(=O)O)[N+](=O)[O-],428.15
c1cc(c(cc1F)CC#N)[N+](=O)[O-],344.15
Cc1cc(ccc1[N+](=O)[O-])F,293.15
c1cc2c(cc[nH]2)cc1F,318.15
c1cc2c(cc1F)c(c[nH]2)C=O,437.15
c1cc2c(cc1F)C(=O)C(=O)N2,499.15
c1cc(ncc1F)C(=O)O,438.15
c1cc(c(cc1F)C=O)O,357.15
c1cc(c(cc1F)C(=O)O)O,453.15
B(c1cc(ccc1OC)C=O)(O)O,433.15
B(c1cc(c(s1)C=O)C)(O)O,392.15
CCCCCCCCCCCC(=O)CCCC,310.15
c1cc2c(c(c1)O)C(=O)C=CC2=O,435.15
c1cc(ncc1O)C(F)(F)F,448.15
Cc1ccc(cn1)O,442.15
c1cc(c(cc1O)C=O)[N+](=O)[O-],440.15
c1cc(c(cc1O)C(=O)O)[N+](=O)[O-],443.15
COc1cc(cc(c1OC)O)C(=O)O,469.15
c1ccc(cc1)c2cc(=O)c3c(cccc3o2)O,431.15
c1cc2c(cc[nH]2)cc1O,382.15
c1cc(oc1CO)C=O,307.15
c1cc2c(cc1O)CCC2,326.15
COc1cc(cc(c1OC)OC)I,359.15
COc1c(cnc(n1)OC)I,346.15
c1cc(oc1C=O)I,400.15
COc1ccc(cc1N)I,359.15
Cc1ccc(cc1N)I,321.15
Cc1cc(cnc1NC(=O)C(C)(C)C)I,416.15
Cc1cc(cnc1NC)I,345.15
c1cc2c(cc[nH]2)cc1I,372.15
c1cc(c(cc1I)C(=O)O)O,470.15
c1c(c(=O)[nH]c(=O)[nH]1)I,548.15
COc1cc(cc(c1O)I)C=O,456.15
CC(C)C1CC(=O)CC(=O)C1,353.15
CC(C)c1cc(n[nH]1)C(=O)O,428.15
B(c1cc(ccc1OC)C(C)C)(O)O,359.15
CC(C)C1C(=O)NC(=O)NC1=O,488.15
Cn1c(nnn1)S,400.15
COc1ccc2c(c1)CCC2=O,382.15
Cn1cc(c2c1ccc(c2)OC)C=O,408.15
Cc1nc2cc(ccc2s1)OC,309.15
Cc1cc2cc(ccc2[nH]1)OC,360.15
COc1ccc(c(c1)C(=O)O)[N+](=O)[O-],406.15
COc1ccc2c(c1)nc[nH]2,395.15
COc1ccc2c(c1)no[n+]2[O-],390.15
COc1cccc2c1c(=O)cc(o2)c3ccccc3,403.15
COc1ccc2c(c1)cc[nH]2,327.15
COc1ccc2c(c1)c(c[nH]2)C=O,454.15
COc1ccc2c(c1)C(=O)C(=O)N2,474.15
COC1(CC2=C(C=C1)OCO2)C=O,402.15
Cc1cc2cccnc2c3c1cccn3,386.15
Cc1ccc2c(c1)nn[nH]2,354.15
Cc1ccc2c(c1)cn[nH]2,384.15
Cc1c(cnn1c2ccccc2)C(=O)O,440.15
Cc1ccc2c(c1)[nH]c(=S)o2,497.15
Cc1ccc(o1)C(=O)Cl,302.15
CC(C)CCC(=O)C,199.15
