,SMILES,Tm
3611,B(c1ccc(c(c1)N)C)(O)O,523.15
20071,O=[N+]([O-])c1ccc(Cl)cc1N,400.95
12050,O=C1Oc2ccccc2C(NCC)=C1,423.15
7066,CCOC(=O)/C=C(/C(F)(F)F)N,298.15
337,CC(C)(C)OC(=O)N1CC(C1)C#N,343.15
22300,OC=3C(=O)CCC2C4CCC1(C)C(CCC1O)C4CCC2=3,462.15
7890,c1ccc2c(ccc(c2c1)C#N)C#N,483.15
17410,Cc2cc(C)cc1ccccc12,267.15
4004,c1cc(cc(c1)O)C=O,377.15
18987,Oc1ccc(cc1)OC2OC(CO)C(O)C(O)C2O,472.65
23421,Oc2cc(\C=C\c1ccc(O)cc1)cc(O)c2,527.15
19775,CC(C)C[N+]([O-])=O,196.3
8915,O=C3CCC(C1CCN(CC1)Cc2ccccc2)(C(=O)N3)c4ccccc4,429.15
11370,Clc1cc(c(Cl)cc1C(Cl)Cl)C(Cl)Cl,345.15
7771,COc1ccc(cc1)c2ccc(cc2)S(=O)(=O)NCC(=O)O,459.15
7017,CCOC=C(C#N)C(=O)OCC,323.15
14564,CCc2ccc3C(=O)c1ccccc1C(=O)c3c2,382.15
7261,Cc1c2c(ccn1)c3ccc(cc3[nH]2)OC,537.15
19822,NCCCCCCCN,302.04999999999995
10676,[nH0]1[nH0]c([nH0]2[nH]c(cc12)c1ccccc1)CC,462.15
21149,CC5(C)CC3C(C)(CC=C2C4(C)CCC1C(C)(CCC(O)C1(C)C)C4CCC23C)CC5,556.65
1841,Cc1ccc2ccc(cc2c1)C,370.15
33,c1ccc2c(c1)cccc2C=O,275.15
14528,Ic1cc(cc(I)c1O)[N+]([O-])=O,430.15
11187,BrC(c1ccccc1)C(Br)C1CCC(C)(C(=O)O)C1(C)C,434.15
1076,C[Si](C)(C)C#Cc1ccccn1,315.15
8503,C(C(=O)O)(O)SC(C(=O)OC(=O)C(O)SC(C(=O)O)O)O,371.15
5399,Cc1ccc(cc1)CCl,278.15
16000,ClCC(=O)N(COCCCC)c1c(cccc1CC)CC,270.35
14952,O=C(O)CC(=O)O,409.15
18645,O=C2CCC3(C)C4CCC1(C)C(CCC1(C)O)C4CCC3=C2,436.15
13872,Nc1ccc(Br)c(C)c1,352.15
5158,c1ccc2c(c1)c(ccc2F)C#N,363.15
8271,c1ccc(c(c1)C#N)C#N,413.15
21421,O=CC=Cc1ccco1,327.15
20479,Clc2cc(ccc2NS(=O)(=O)c1cc(c(Cl)cc1)C(F)(F)F)[N+]([O-])=O,443.15
20076,Cc1ccc(cc1)C(=O)CCCC,271.15
5886,CCc1c[nH]c(=O)[nH]c1=O,582.15
12988,C=C(C)CC(C)C,149.14999999999998
5270,c1cc(ccc1CC#N)I,326.15
1745,c1cc(c(c(c1)Cl)CO)Cl,370.15
19015,CCC(=O)C(=O)O,306.15
20592,FC(F)(F)c2cc(Cl)ccc2N=C(/COCCC)n1ccnc1,336.65
5280,CC(C)c1ccc(cc1)S(=O)(=O)N,378.15
12553,s1[nH0]c(NCC)c2ccccc12,351.15
14467,ClC(Cl)(Cl)C(O)O,330.15
1024,CNc1ccccn1,288.15
4718,c1cc(c(cc1Br)F)S(=O)(=O)Cl,338.15
14677,Oc2ccc(C[C@@H](C)[C@@H](C)Cc1ccc(O)c(O)c1)cc2O,453.15
18923,OC1C(OC(CO)C(O)C1O)OC2(CO)OC(CO)C(O)C2O,458.65
16359,Clc1cc(Cl)cc(Br)c1O,341.15
8632,CC(C)(C)C(=O)Cl,216.15
14840,IC#N,419.15
22022,O=C(OCC)C(CCC)n1nc2ccccc2n1,309.65
12065,Clc1ccc2oc(CCC(=O)C)c(c2c1)c1oc(C)cc1,348.15
3743,CCCC(=O)c1cc2ccccc2oc1=O,367.15
7471,COC(=O)c1ccnc(c1)N,420.15
20511,O=S(=O)(c1ccc(Br)cc1)C2(CCCCC2)C(=O)OC,384.65
22049,OCCN(CCO)C(=O)COC(=O)c1ccccc1,354.15
22109,O=C(OCC)CNC(=O)C2=CN(CC)c1nc(C)ccc1C2=O,471.65
20910,Nc1ccc(cc1O)C(=O)O,486.15
6813,CCOC(=O)c1c(c(sc1N)C(=O)OCC)C,388.15
11576,Brc1cc(Br)c(NC(=O)C)c(c1)C(=O)c1ccccc1,429.15
6821,CCOC(=O)C(C(=O)OCC)NC(=O)c1ccccc1,336.15
7440,CS(=O)(=O)OS(=O)(=O)C,340.15
16404,Oc1ccc(cc1Cl)C(=O)O,444.15
17261,N#Cc1ccc2ccccc2c1,339.15
21281,CCC(C)c1ccc(cc1)C(C)C(=O)O,349.15
16547,O=C(Oc1ccccc1C(C)C)NC,367.15
2357,c1cc(c(cc1[N+](=O)[O-])Cl)N=C=O,334.15
4664,c1cc(c(cc1Br)F)F,269.15
16945,CN(C)S(=O)(=O)N(SC(Cl)(Cl)F)c1ccccc1,379.15
8376,c1cc(cc(c1)OCC2CO2)OCC3CO3,307.15
16477,O=C4c2c(c(N)c1C(=O)c3ccccc3C(=O)c1c2N)C(=O)N4CCCC,483.15
5707,c1nc(c(c(n1)Cl)N)Cl,418.15
15025,[O-][N+](C)=O,244.15
11961,O=C1OC(=CC1=Cc1oc(cc1)c1ccccc1)CC(C)C,349.15
7176,CCSC,167.14999999999998
22706,Clc1nc2ccccc2c(c1)C,330.0
20250,Fc2c(c1c(F)c(F)cc(F)c1F)c(F)c(F)cc2F,358.15
2124,c1c(cc(c(c1[N+](=O)[O-])N)Br)[N+](=O)[O-],425.15
12623,Clc1ccc(cc1)C(=O)NCCc1ccc(OC(C)(C)C(=O)O)cc1,459.15
5659,c1cc2c(cc(c(c2nc1)O)Br)Br,474.15
3976,COc1ccc2c(c1)c(=O)c(c(o2)c3cc(c(cc3OC)OC)OC)O,475.15
732,c1ccc2c(c1)CCNC2,243.15
5196,c1cc(c(cc1C(=O)O)C(F)(F)F)O,419.15
3763,c1cc(c(c(c1)Cl)F)C(=O)O,450.15
79,CCCCCCCCCCCCCC#C,283.15
4561,c1cc(c(cc1C#N)C(F)(F)F)N,335.15
2331,c1cc(c(cc1F)Cl)C#N,337.15
4506,CC(=O)c1ccc(c(c1)Br)NC(=O)C,413.15
333,CC(C)(C)OC(=O)N1CCCC(=O)C1,311.15
10810,OC1(OC(Cc2ccccc21)c1ccc(OC)cc1)C,375.15
13445,CC(C)(C)C(O)C(C)(C)C,323.15
13940,O=C(C)c2ccccc2c1ccccc1,329.15
22768,O=C(Nc1ccccc1)c2ccccc2[N+]([O-])=O,427.0
17893,O=C(c1ccc(cc1O)OC)c2ccccc2O,341.15
9075,Clc1cccc(NN=C2C(=O)NN=C2C=2C(=O)N(C)c3ccccc3C=2O)c1,495.15
14123,BrC(C)CCCCCCCCCC,177.14999999999998
16067,COc1ccc(cc1Cl)NC(=O)N(C)C,399.65
21734,O=C(OCc2cc(Cc1ccccc1)oc2)C4C(C=C3/CCSC3=O)C4(C)C,304.15
6834,CCOC(=O)/C=CC(=O)OCC,262.15
12965,CC#CC(C)CC,165.14999999999998
18220,O=C(O)c1cc2ccccc2cc1O,495.65
6177,c1cc2c(cc1[N+](=O)[O-])C(=O)OC2,416.15
6247,c1cc2cccnc2c(c1)N,338.15
12870,C=CC(C)C,105.14999999999998
12747,BrC(CC)(CC)C(=O)NC(=O)NC(=O)C,382.15
4289,c1cc(ccc1C(=O)O)S(=O)(=O)Cl,503.15
11804,O(CC#C)Cc1cc(COCC#C)c(cc1COCC#C)COCC#C,339.15
5400,Cc1ccc(cc1)CN,285.15
214,c1cc(ccc1[N+](=O)[O-])OC(F)F,307.15
19768,O=C(CCCCCCC)OC(=O)CCCCCCC,272.15
20285,BrCCCCCCCBr,314.85
4801,c1cc(ccc1CS)Br,300.15
12545,Brc1c(C)c(C)cc(C)c1C,329.15
3154,c1cc(cc(c1)OC(F)F)C(=O)O,378.15
106,CN1CCCC1,183.15
15633,O=C(Oc1ccccc1C(=O)O)c2ccccc2O,420.15
23403,O=C\1\C=C/[C@]4(/C(=C/1)CC[C@@H]2[C@@H]4[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@@H]23)C)C,513.15
3404,c1c(cncc1Br)Br,385.15
7716,c1cc(cc(c1)N)N,336.15
14909,NC=O,275.15
11734,O=C(OCCC)C1=C(NC(C)=C(C(=O)OCCC)C1c1ccccc1)C,392.15
16263,COc2ccccc2/N=N/c1ccccc1,314.15
6525,c1ccc(cc1)C(=O)Nc2ccccc2SSc3ccccc3NC(=O)c4ccccc4,415.15
17566,FC(F)(C(F)(F)C(F)(F)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,293.95
6387,c1ccc2cc3ccccc3cc2c1,489.15
16354,O=C3c1c5ccccc5ccc1c2cc4ccccc4cc23,487.15
16225,N#CC(C)(C)C#N,304.65
16383,BrCCCCCC(=O)O,308.15
1528,Cc1cc(c(c(c1)[N+](=O)[O-])N)C,340.15
22795,ClC(=O)c1cc2c(onc2cc1)c3ccc(Cl)cc3,453.5
965,CC(C)(C(=O)O)Oc1ccc(cc1)Cl,393.15
17470,CC(C)CCSCCC(C)C,198.55
12196,O=C1Oc2cc(C)cc(C)c2C1,378.15
9854,S=C1NC(=O)C(=NNc2ccccc2C)C(=O)N1,515.15
455,C1CS(=O)(=O)CCO1,405.15
10309,[P+]([O-])(OC)(NC(CCC(=O)OCC)C(=O)OCC)C(NC(=O)CCCCN1C(=O)c2ccccc2C1=O)C,354.15
7053,CCOC(=O)c1ccccc1[N+](=O)[O-],301.15
17619,OC(C(O)CN)C(O)C(O)CO,400.15
16537,Nc4ccc2c1ccccc1c3cccc4c23,389.15
20407,O=[N+]([O-])c1c(ccc(C)c1O)C(=O)O,459.15
9286,O=C(N)NN=C(C)CCc1ccc2CCC(Nc2c1)C,401.15
12261,O=C1N2c3ccccc3N(C)C2=C(C#N)c2[nH0]cccc12,566.15
17034,Cc3cccc2ccc1ccccc1c23,326.65
16485,Brc1cscc1Br,277.65
14966,[O-][N+](=O)OC,165.14999999999998
20961,ClCC(=O)N(COC(C)C)c1c(C)cccc1CC,294.75
13301,O=C(OC)CC(=O)OC,211.15
18646,OCC(=O)C4(O)CCC3C2CC(C)C1=CC(=O)C=CC1(C)C2C(O)CC34C,505.65
10212,Fc1cc(NC(=O)C)ccc1[N+](=O)[O-],449.15
11229,Clc1cc(Cl)c([N+](=O)[O-])c(c1)C=O,364.15
13713,Oc1cc(ccc1)c2ccccc2,351.15
18392,CCC1(CC)C(=O)NCCC1=O,377.15
19366,C1NCCCNCCNCCCNC1,458.15
3646,c1ccc(cc1)C(=O)c2cccc(c2)C(=O)O,437.15
13583,O=[N+]([O-])c1cc(Cl)ccc1,316.15
20831,Clc2ncc(CN1CCS/C1=NC#N)cc2,409.15
173,CCCCCCCCCCCCCCCCS(=O)(=O)Cl,330.15
22171,FC(F)(F)c2ccccc2C(=O)N(NC(=O)c1ccccc1)C(C)(C)C,445.65
14982,CC(=O)Nc1ccc2c3ccccc3Cc2c1,467.15
8527,Cc1ccc(c(c1)O)C(C)C,324.15
8511,c1cc(sc1)C(=O)O,401.15
11611,O=[N+]([O-])c1cc([N+](=O)[O-])c(cc1C(=O)C(=O)OCC)C(=O)C(=O)OCC,391.15
1526,COc1ccnc(n1)OC,290.15
8591,C(#N)C(Cl)(Cl)Cl,229.15
20380,O=C(OCC)C(C(=O)OCC)=C(/C(=O)OCC)C(=O)OCC,331.15
749,C(CCCCCCN)CCCCCN,343.15
611,C1CNCCC1CCCC2CCNCC2,339.15
8052,CCCCCCOC(=O)C=C,228.15
17664,OC(=O)c1ccc(F)cc1,458.15
10463,O=C(O)C(C)(C)C(CC)C1CCc2cc(O)ccc2C1,436.15
17114,O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(C)cc2,448.15
13458,CC(O)(C#C)c1ccccc1,321.15
9806,O=C(OCC)C=Cc1cccc(c1)C=CC(=O)OCC,327.15
5175,B(c1ccc(c(c1)C(F)(F)F)C=O)(O)O,474.15
21420,Nc1ccc(/C=C/C(=O)O)cc1,394.65
9387,O=C1C(=CNC(=O)N)C2CCC1(C)C2(C)C,470.15
14417,O=C1c2ccccc2NC1=O,473.15
7836,CN(C)c1ccc(cc1)C2CNCCN2,401.15
2030,CC(=O)Nc1ccccc1N,408.15
20299,Cc1ncccn1,269.15
13162,Cc1cccc(CC)c1,177.14999999999998
17333,NC(=O)OC,327.15
4052,COc1cccc(c1)C(=O)N,406.15
348,c1ccc(cc1)CN2CCC(CC2)(C#N)O,370.15
21639,Oc1cc(C=C/C(=O)O)ccc1,484.65
9294,O=[N+]([O-])c1ccccc1NN=C(C(=O)OCC)C(=O)C,347.15
18772,O=C3CC4CCC2C(CCC1(C)C2CCC1O)C4(C)CC3C,424.15
21718,CC(C)=CC=CC(C)=CC,252.55
16775,C=Cc1scnc1C,258.15
3736,c1cc(c[n+](c1)[O-])Br,308.15
10305,Clc1c2OC(Oc2c(Cl)c(Cl)c1Cl)c1ccccc1,388.15
18963,O=CC(O)CO,418.15
16784,O=C(CCCCCCCCCCCCCCCC)OC,303.15
1562,c1ccc(cc1)c2ccc(cc2)c3cnc(o3)c4ccc(cc4)c5ccccc5,512.15
20998,CC2(OC(=O)N(Nc1ccccc1)C2=O)c4ccc(Oc3ccccc3)cc4,414.15
5623,c1cc(ccc1CCCCC(=O)O)O,391.15
20941,CC(Cl)(Cl)CCC,401.65
11647,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1ccc(OCC)cc1,408.15
22723,O=[N+]([O-])c2ccc(c1cc(ccc1C)C)cc2,371.5
2755,Cn1ccnc1I,354.15
3212,CC(C)(C)C#C,195.15
7401,C([C@@H]([C@H]([C@H](C=O)O)O)O)O,383.15
21261,CC(=O)C2(O)CCC1C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C,487.65
22127,O=C(N(NC(=O)c1ccccc1)C(C)(C)C)c2cccc(C#N)c2,446.65
19394,Cc2ccc(SSc1ccc(C)cc1)cc2,320.65
22401,Fc1cccc(N)c1,268.15
4721,c1cc(c(cc1Br)F)C(=O)Cl,298.15
8835,CCc1c(C)[nH]c2ccc(cc12)N(C)C,373.15
17646,Fc1ccc(cc1)C(c2ccc(F)cc2)C(Cl)(Cl)Cl,317.65
5965,Cc1ccc(o1)C(=O)Cl,302.15
8254,c1ccc(cc1)C(=O)C(=O)O,338.15
20555,CCCCCS(=O)(=O)O,289.04999999999995
13882,OC(=O)c1ccc(Cl)cc1OC,419.15
14160,Clc1ccc(Cl)c(I)c1,294.15
4096,Cc1c2ccccc2sc1C(=O)O,516.15
6459,c1ccc2c(c1)nco2,303.15
19825,O=C1OC(=O)c2c1c(F)c(F)c(F)c2F,368.15
1565,Cc1cc(c(cc1CCl)C)CCl,405.15
12056,O=C(Nc1ccccc1CC)c1cccc2ccccc21,448.15
7711,C[Si](Cl)(Cl)Cl,195.15
15614,CCN(CC)C(=O)C2CN3CCc1cc(OC)c(OC)cc1C3CC2OC(C)=O,404.15
9555,O=[N+]([O-])c1ccc(cc1)c1oc(cc1)C=C1C=C(OC1=O)CC(C)C,436.15
18408,BrC(Cl)(Cl)CBr,247.15
12799,O=C(O)C(C)(C)CCCOc1cc(C)ccc1C,334.15
15828,CN(C)[C@H]3C[C@@H](C)O[C@@H](O[C@@H]2[C@@H](C)[C@H](O[C@@H]1C[C@](C)(OC)[C@H](O)[C@@H](C)O1)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)OC)[C@@H]3O,491.65
12166,O=C1CC2CCCCC2(C)C2CC(=O)C3(C)C(CCC3C(C)CCC(=O)O)C12,449.15
21859,O=C(Oc1cc(C)ccc1C(C)C)NCCC(C)C,330.15
18996,[C-]#[O+],68.14999999999998
18612,O=C(c1ccc(cc1O)OC)c2ccccc2,338.65
7276,Cc1c(c(c(c(c1C)C)C)C)C,438.15
12409,O=C(O)CC(O)(c1ccccc1)c1ccccc1,483.15
22843,Brc1c(O)c2ncccc2cc1,412.65
15801,CN1CCN(CC1)c2cc3N(CC)C=C(C(=O)O)C(=O)c3cc2F,544.15
10148,S(C)C(N(C)C)=C(C#N)C(=O)OCC,365.15
18656,CC(=O)C2(OC(C)=O)CCC1C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C,487.15
17671,FC(F)(F)c1cccc(c1)C(=O)O,378.65
9723,O=C(OC(=O)C(C)=CC=Cc1ccccc1)C(C)=CC=Cc1ccccc1,386.15
19261,O=NN(C)c1ccc(cc1)N=O,374.15
19928,Fc2c(Sc1c(F)c(F)c(F)c(F)c1F)c(F)c(F)c(F)c2F,360.15
9613,s1cc([nH0]c1C(=NNc1cccc([N+](=O)[O-])c1)C#N)c1ccccc1,489.15
7463,COC(=O)c1cc(cc(c1N)Br)Br,361.15
20660,O=S(=O)(c1ccccc1)C2(CC2)C(=O)OC,347.65
4422,CC1(CN(NC1=O)c2ccccc2)C,443.15
13142,ClC(Cl)Cl,210.15
2679,c1ccc2c(c1)NC(=O)CO2,447.15
17395,Clc1nc(nc(n1)N(CC)CC)N(CC)CC,300.15
19794,CCCCCCCSCCCCCCC,343.15
20974,COc1nc(nc(OC)c1)Oc5cccc(Oc2nc(cc(OC)n2)OC)c5C(=O)ON=C(/c3ccccc3)c4ccccc4,402.15
11119,O=C(Nc1ccc(C)cc1)CC(C)c1ccc(C)cc1,378.15
20755,O=CC(O)C(O)CO,402.15
1521,COc1ccc(c(c1)OC)CO,310.15
10804,O=C(Oc1cc(cc2ccccc12)c1ccccc1)C,333.15
10923,OC1(C#Cc2ccccc2)Cc2ccccc21,372.15
5030,B(c1ccc(cc1)C2CCCCC2)(O)O,493.15
5011,CCCCCc1ccc(cc1)c2ccc(cc2)c3ccc(cc3)C#N,402.15
13638,Cc1c(C)c(C)c(C)c(C)c1C,437.15
3591,Cc1c(cccc1N)C(=O)O,460.15
18448,CC(C)(N)C(=O)O,608.15
3905,Cc1c(cccc1F)CC#N,320.15
2446,c1ccc(c(c1)C(=O)N)Cl,415.15
7720,Cc1cccc(c1)C(=O)NN,369.15
22643,O1C[C@@H](OC1(C)C)[C@@H](C#C)N(O)Cc2ccccc2,388.0
12463,P(CC1OC(OC1CP(c1ccccc1)c1ccccc1)(C)C)(c1ccccc1)c1ccccc1,360.15
13950,O=C(N)c1ccc(cc1)c2ccccc2,496.15
13626,O=C(C)c1cccc(c1)C(C)=O,309.15
9416,O=C(Oc1ccc(cc1)C=CC(=O)c1ccccc1)c1cc(OC)c(OC)c(OC)c1,368.15
7092,CCOC(=O)Cc1ccc(cc1)N,320.15
11552,Nc1ccc(cc1)c1ccc2[nH0][nH0]([nH0]c2c1)c1ccccc1,416.15
2056,c1c(sc(n1)N)C#N,458.15
23028,O[C@H]4CC[C@@]3([C@H]2CC[C@@]1(C(=CC[C@H]1[C@@H]2CC(C3=C4)=O)C(C)=O)C)C,442.15
2304,c1cc(cc(c1)[N+](=O)[O-])NC(=O)CCl,387.15
20846,O=C1CC(C)CC1(C)C,232.55
4553,c1cc(c(cc1N)Cl)C#N,391.15
15136,O(P(Oc1ccccc1)Oc2ccccc2)c3ccccc3,296.15
10500,Fc1ccc(N2C(=O)C3ON=C(C(=O)c4c([nH0]([nH0]c4C(=O)OCC)c4ccc(C)cc4)C)C3C2=O)cc1,484.15
15497,N=C(N)N1Cc2ccccc2CC1,552.15
8387,c1ccc(c(c1)C(=O)N)O,413.15
14521,O=S1(=O)CC=CC1,337.65
22832,O(c1c(OC)cccc1OC)[C@@H](CO)[C@H](O)c2cc(OC)c(OC)c(OC)c2,378.15
13462,O=C(N)c1cccc(C#N)c1,496.15
5346,COc1ccc(cc1)OCC(=O)O,384.15
641,c1ccc(c(c1)CC#N)CC#N,332.15
9091,Brc1ccc(NC=C2C(=O)NN=C2C=2C(=O)N(C)c3ccccc3C=2O)cc1,566.15
5361,B(C=CCC(C)C)(O)O,374.15
4427,Cc1ccc(cc1)C(=O)C(=O)c2ccc(cc2)C,376.15
21779,CCCCCCCCC=CCCCCCCCCN,298.15
1896,COc1cc(c(c(c1OC)OC)N)C(=O)O,412.15
22097,CC(C)COC(=O)Nc1ccc2nn(nc2c1)C3CCCC3,394.15
12527,O=C(Nc1ccc(cc1)CCCC)C,378.15
4429,Cc1ccc(cc1)c2ccc(cc2)C,393.15
13601,ClC(Cl)c1ccccc1,257.15
17700,N#CCC(=O)O,339.15
3774,Cc1c(cccc1Cl)C(=O)O,437.15
12524,O=C1OCc2ccccc2C1,356.15
216,CCCCCCCCC#C,229.15
23289,COC(=O)C1=CC=C(C=C1)N,387.15
5291,COc1ccc(c2c1cccc2)C#N,375.15
4221,c1cnccc1N2CCCC2,329.15
18021,CC(C)NCCO,401.65
21006,OC3C(O)C(O)C(CO)OC3OC2C(O)C(CO)OC2(OC1OC(CO)C(O)C(O)C1O)CO,426.15
1615,CCOc1ccc(c(c1)NC(=O)c2ccccc2)OCC,361.15
15238,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,448.15
3973,CCCCCCCCCCCCCC(=O)CC,316.15
5860,c1cc2c(ccc(c2nc1)O)Cl,396.15
11740,O=C1c2ccc(C)cc2C(=O)c2cc(C)ccc12,436.15
10448,S=C1NC(=O)C(=Cc2oc(cc2)c2ccccc2OC)C(=O)N1,508.15
9790,O=C1OC(=NC1=Cc1cccc(c1)C=C1N=C(OC1=O)c1ccccc1)c1ccccc1,520.15
22012,NS(=O)(=O)c1cc2cc(CNCCF)sc2o1,476.15
17865,O=C(Oc1cccc(O)c1)c2ccccc2,407.15
1803,COc1ccc2cc(ccc2c1)OC,426.15
21190,CC(C)(C)CCCC(C)C,168.14999999999998
22288,CC(=O)OC2(C#C)CCC1C3CCC4=CC(/CCC4C3CCC12CC)=NO,489.15
14053,CCCCCCCCCCCCCl,264.15
21438,CNC(=S)NC,335.15
13679,OC(=O)c1cccc(c1)C(=O)O,615.15
19613,CCCOCOCCC,175.84999999999997
16573,Cc1cc2ccc3cc4ccccc4cc3c2cc1,429.65
12210,O=C(O)C(=O)Cc1ccc(OC)cc1,467.15
9924,O=C(O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,501.15
19551,Fc1ccc(F)cc1[N+](=O)[O-],261.45
8135,CCCc1ccccc1,173.14999999999998
772,C1CCC(CC1)(C(=O)O)C(F)(F)F,343.15
23266,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,366.15
3597,c1c(c(n[nH]1)N)Br,409.15
394,CN1c2ccccc2Sc3c1cccc3,375.15
15767,OC(CCCN)(P(O)(=O)O)P(=O)(O)O,507.15
3427,c1c(cc(cc1Cl)Cl)C#N,339.15
4402,c1cc(ccc1C(c2ccc(cc2)Cl)O)Cl,365.15
4948,COc1ccc(cc1)Cl,255.15
5125,Cc1cc(ccc1F)N,307.15
10354,Brc1ccc(cc1)C1C=2C(=O)Oc3ccccc3C=2OC=2NC(=O)C(OCC)C(=O)C=21,469.15
20252,NCc1ccc(Br)cc1,293.15
19951,Clc1ccc(cc1)C3C(=O)c2ccccc2C3=O,418.65
17165,ICCCCCI,282.15
22986,Clc2c(NS(=O)(=O)c1ccccc1)cccc2Cl,387.15
12235,O=[N+]([O-])c1cc([N+](=O)[O-])cc(c1)C(=O)OCCC(C)C,334.15
5717,c1cncc2c1[nH]cn2,445.15
2029,c1cc2c(cc1[N+](=O)[O-])sc(n2)N,521.15
18692,CN3C1CCC3CC(C1)OC(=O)C(CO)c2ccccc2,391.65
23312,OCC(c1ccc2c(c1)ccc(OC)c2)C,360.15
2057,c1ccc(cc1)Nc2nc(nc(n2)N3CCOCC3)N4CCOCC4,446.15
13786,O=C(C)Nc1ccccc1C(=O)O,457.15
23016,CC1=CC(=CC=C1)C(=O)O,383.15
15453,OCC(O)CNC(=O)c1c(I)c(N(CC(O)CO)C(C)=O)c(I)c(c1I)C(=O)NCC(O)CO,450.15
7562,COC(=O)c1cc(ccn1)CO,348.15
22953,Oc2ccc(/N=N/c1ccccc1C(O)=O)cc2,479.15
11842,ClCCN(CN1C(=S)SC(=Cc2ccc(N(CCCl)CCCl)cc2)C1=O)CCCl,379.15
23152,O=C(O)/C=C/C,345.15
21081,Oc1ccc(cc1Cl)C2CCCCC2,313.65
22854,O=P(OCC)(OCC)C(c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(P(=O)(OCC)OCC)P(=O)(OCC)OCC,437.65
494,c1cc(c(cc1Br)[N+](=O)[O-])Br,357.15
15245,OC(CC[N+](CC)(CC)CC)(c1ccccc1)C2CCCCC2,454.65
2816,COc1cc(ccc1S(=O)(=O)Cl)[N+](=O)[O-],370.15
8938,CCCCC(C)CC(O)C=CC1C(O)CC(=O)C1CCCCC=CC(O)=O,370.15
20399,Nc1cc(C)nc2ccccc12,442.15
14817,BrC=C,134.14999999999998
15308,NC(O)=C3/C(=O)[C@@]2(O)C(=O)C4=C(O)c1c(c(Cl)ccc1O)[C@@H](O)[C@H]4C[C@H]2[C@@H](C3=O)N(C)C,494.65
4098,Cc1c2ccccc2oc1C(=O)O,469.15
7501,COC(=O)CC1C(=O)Nc2ccccc2S1,416.15
23357,O(c1ccccc1OC\C=C)CC(O)CNC(C)C,385.0
9646,FC(F)(F)C1=NNC(=O)C1=NNc1[nH][nH0]c(c1)c1ccccc1,545.15
14874,CC(C)(C)[SiH](Cl)C(C)(C)C,312.15
23187,ClC5(Cl)[C@]3(Cl)C(\Cl)=C(\Cl)[C@@]5(Cl)[C@H]4[C@H]1C[C@H]([C@@H]2O[C@H]12)[C@@H]34,448.15
17284,Oc1ccc(C(=O)O)c(O)c1O,494.15
2288,c1c(cnc(c1[N+](=O)[O-])Cl)[N+](=O)[O-],336.15
20516,CC(C)C(C)CCC(C)C2CCC1C3=CCC4CC(O)CCC4(C)C3CCC12C,419.15
1408,c1cc(c(cc1C(F)(F)F)C(F)(F)F)C(=O)O,382.15
17956,ClCCOP(=O)(OCCCl)OCCCl,218.15
17445,NNCc1ccccc1,299.15
8153,CCOC(=O)CNC(c1ccccc1)(c2ccccc2)c3ccccc3,387.15
16373,Clc2ccc(/N=N/c1ccccc1)cc2,361.15
8204,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N,505.15
15858,CC(C)N(CCC(c1ccccn1)(c2ccccc2)C(N)=O)C(C)C,367.95
18870,C(c1ccccc1)N(CC2=NCCN2)c3ccccc3,393.15
14177,BrC(C)C(Br)CBr,254.15
14776,C=Cn3c1ccccc1c2ccccc23,336.15
18869,OC(=O)C1=CC(C=CC1=O)=C(/c2ccc(O)c(c2)C(=O)O)c3ccc(O)c(c3)C(=O)O,573.15
3678,c1cncc(c1C#N)Br,366.15
5681,c1cc(ccc1n2c(c(cn2)C#N)N)Cl,444.15
14742,O=[N+]([O-])c1ccc(C)cc1C(=O)O,408.15
7962,CC(C)[C@H](C(=O)O)NC(=O)OC(C)(C)C,351.15
13592,CCCCCCC(O)CCC,262.15
7854,CN(C)C(=O)CCC(=O)O,358.15
14614,CN(C)c1cccc(O)c1,356.15
1399,Cc1cc(c(c(c1)C)O)C,345.15
15853,CN1CCC(CC1)=C2c4ccccc4C=Cc3ccccc23,385.95
16475,Clc2cc(ccc2/N=N/c1ccc(cc1)N(CC)CCO)[N+]([O-])=O,406.15
11400,O=C1N(c2cc3N(C(=O)Cc3cc2C1)C(=O)C)C(=O)C,568.15
506,CC(=O)Oc1ccc(cc1)OC(=O)C,394.15
18497,OC(CCN1CCCCC1)(c2ccccc2)C3CCCCC3,387.15
21597,Oc1ccc(cc1O)C=3Oc2cc(cc(O)c2C(=O)C=3O)OC,568.15
