smiles,mp
Cc1c(CCc2ccc3nc(N)oc3c2)nc2cc(CN)ccn12,219.5
COc1ccn2c(Cl)c(CCc3ccc4nc(N)oc4c3)nc2c1,226.0
COc1ccn2c(C)c(CCc3ccc4nc(O)oc4c3)nc2c1,256.0
Cc1ccn2c(C)c(CCc3ccc4nc(C)oc4c3)nc2c1,84.0
Cc1c(CCc2ccc3nc(N)sc3c2)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1,201.5
Cc1[nH]cnc1CCc1ccc2nc(N)sc2c1,192.0
Cc1c(CCc2ccc3[nH]c(N)nc3c2)ncn1C(c1ccccc1)(c1ccccc1)c1ccccc1,162.5
CSc1nc2ccc(CCc3nc4cc(C)ccn4c3C)cc2o1,106.5
Cc1ccn2c(C)c(CCc3ccc4nc(NC(=N)N)oc4c3)nc2c1,195.5
CCNc1nc2ccc(CCc3cn4c(n3)CC(C)CC4)cc2o1,160.0
CCNc1nc2ccc(CCc3ncc[nH]3)cc2o1,205.0
CCNc1nc2cc(COc3cccc(C=O)c3)ccc2o1,87.5
CCNc1nc2ccc(COc3cccc(CN4CCCCC4)c3)cc2o1,105.5
CCN(C=O)c1nc2ccc(CCc3ccco3)cc2o1,56.0
CCNc1nc2ccc(CCc3ccc(CN(C)C)o3)cc2o1,72.5
CCNc1nc2ccc(CCc3ccc(CN4CCCCC4)o3)cc2o1,99.0
Cc1ccn2cc(CCc3ccc4nc(/N=C/N(C)C)oc4c3)nc2c1,150.5
Cc1ccn2cc(CS)nc2c1,166.0
CCOC(=O)c1ccc2nc(N)oc2c1,211.5
Nc1nc2ccc(CO)cc2o1,149.0
C=C1[C@H](n2cc(I)c(=O)[nH]c2=O)O[C@H](CO)[C@H]1O,170.5
CCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)O,120.0
CCCCCCCCCCC(=O)NCCCCCCCCCCCC(=O)O,103.0
O=C(O)CCCCCCCCCCCNC(=O)CCCCCCCCCCBr,122.0
O=C(O)CCCCCCCCCCCNC(=O)CCCCCCCCCCI,108.5
O=C(O)CCCCCCCCCCCNC(=O)CCCCCCCCC/C=C/c1ccccc1,120.0
CCCCCCCCCCCCCCCC(=O)NCCCC[C@H](N)C(=O)O,242.5
CC1=C(C(=O)OCCCO[N+](=O)[O-])C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCCNC(=O)c2ccccn2)=C(C)N1,147.0
CC1=C(C(=O)O)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OCCNC(=O)c2cccnc2)=C(C)N1,151.5
COC(=O)C1CC(c2ccncc2)CCC1=O,82.5
C=Cc1c(F)c(F)cc(C(=O)O)c1F,109.0
C=Cc1c(F)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,185.5
CCCn1c(=O)c2[nH]c([C@@H](C)Cc3ccccc3)nc2n(CCC)c1=O,141.5
CCCC(Cc1ccccc1)c1nc2c([nH]1)c(=O)n(CCC)c(=O)n2CCC,159.0
C=CCn1c(N)c(N=O)c(=O)n(CC=C)c1=O,175.0
CCCn1c(=O)c2[nH]c(C(CC)Cc3ccccc3)nc2n(CCC)c1=O,180.0
CCCn1c(=O)c2[nH]c([C@H](C)c3ccccc3)nc2n(CCC)c1=O,136.5
CCCn1c(=O)c2[nH]c(C(CO)Cc3ccccc3)nc2n(CCC)c1=O,145.5
CCCn1c(=O)c2[nH]c(CCCc3ccccc3)nc2n(CCC)c1=O,137.5
CCCn1c(=O)c2[nH]c(CC(C)c3ccc(OCc4ccccc4)cc3)nc2n(CCC)c1=O,125.0
COC(=O)c1cc(=O)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)[nH]1,245.5
COC(=O)c1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(OC)c1SC(F)(F)F,97.5
N#Cc1cc(=O)n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)[nH]1,199.5
O=C1c2c(F)c(F)c(F)c(F)c2C(=O)N1c1ccccc1,210.5
CCc1cc(NC(=O)c2cccs2)cc(CC)c1O,190.75
CC(=O)Oc1ccc(/C=C/C(=O)Nc2cc(C)c(OCc3ccccc3)c(C)c2)cc1OC(C)=O,126.0
CC(=O)Oc1ccc(CCC(=O)Nc2cc(C)c(O)c(C)c2)cc1OC(C)=O,118.5
CCCCCCCCC(=O)Nc1cc(C)c(O)c(C)c1,100.75
Cc1cc(NC(=O)CCc2cccs2)cc(C)c1O,158.25
Cc1c(O)ccc(C=O)c1O,150.0
CS(=O)CCNC(=O)CC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,169.0
O=C(CC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl)N1CC1,152.0
O=C(O)CC(O)(Cn1cncn1)c1ccc(F)cc1F,186.0
O=C1C[C@H](OCc2ccccc2)[C@H]2CO[C@@H]1O2,118.25
CC(=O)O[C@@H]1C[C@H](OCc2ccccc2)[C@H]2CO[C@@H]1O2,86.0
CCC12OC[C@@H](O1)[C@@H](O)C[C@H]2OC,43.5
CO[C@@H]1C[C@](C)(OCc2ccccc2)[C@H]2CO[C@@H]1O2,45.5
N#C[C@H]1[C@@H]2OC[C@@H](O2)[C@@H](OCc2ccccc2)[C@@H]1O,154.0
CC(C)C[C@@H](O)CC(=O)O,86.0
CC(C)(O)C(CS(=O)(=O)c1ccccc1)C(F)(F)F,59.5
COC(=O)[C@H]1[C@@H]2CC[C@@H](C2)[C@@H]1C(=O)O,59.5
COC(=O)[C@@H]1[C@@H](C(=O)O)[C@H]2C=C[C@@H]1C2,78.5
CCCCCCCCCCCCCCCCCCNC(=O)SCC(CO)OC,62.5
CCCCCCCCCCCCCCCCSCC1(CNS(=O)(=O)CCCCl)CCCO1,45.0
CCCCCCCCCCCCCCCCSCC1(CS(=O)(=O)CCCI)CCCO1,36.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC1(CNS(=O)(=O)CCCI)CCCO1,67.0
CCCCCCCCCCCCCCCCSCC(CO)OC(=O)NC,54.0
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)OC(=O)NC,85.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CO)OC(=O)NC,92.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)OC(=O)NC,103.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)OC(=O)NC,98.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CO)NC(=O)OC,84.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CO)NC(=O)OC(C)(C)C,74.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CN)NC(=O)OC,128.5
CCCCCCCCCCCCCCCCSCC(CO)NC(=O)OC,55.5
CCCCCCCCCCCCCCCCSCC(CO)NC(=O)OC(C)(C)C,49.0
CCCCCCCCCCCCCCCCSCC(COS(C)(=O)=O)NC(=O)OC,82.5
CCCCCCCCCCCCCCCCSCC(CN=[N+]=[N-])NC(=O)OC(C)(C)C,63.5
CCCCCCCCCCCCCCCCSCC(CN)NC(=O)OC,49.75
CCCCCCCCCCCCCCCCSCC(CN)NC(=O)OC(C)(C)C,46.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)NC(=O)OC,100.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)NC(=O)OC(C)(C)C,113.5
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)NC(=O)OC,68.0
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)NC(=O)OC(C)(C)C,101.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)NC(C)=O,111.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)NC(=O)NC,88.5
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)NC(C)=O,87.0
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)NC(=O)NC,79.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CN(C(C)=O)S(=O)(=O)CCCCl)NC(C)=O,116.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)NC(=O)OC,97.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)NC(=O)OCCCC,97.0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)NC(C)=O,101.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)NC(=O)NC,88.0
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCI)NC(=O)OC,80.0
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCI)NC(=O)OCCCC,82.5
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCI)NC(C)=O,75.5
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCI)NC(=O)NC,70.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CN(C(C)=O)S(=O)(=O)CCCI)NC(C)=O,118.5
CCCCCCCCCCCCCCCCSCC(CO)n1nnnc1C,77.5
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)n1nnnc1C,62.25
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCI)n1nnnc1C,64.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)n1nnnc1C,75.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)n1nnnc1C,83.0
CCCCCCCCCCCCCCCCSCC(CN)n1nnc(C)n1,82.5
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCI)n1nnc(C)n1,50.5
CCCCCCCCCCCCCCCCSCC(CN)Oc1ccon1,73.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)Oc1ccon1,70.25
CCCCCCCCCCCCCCCCOCC(CN)COC,50.0
CCCCCCCCCCCCCCCCOCC(CNS(=O)(=O)CCCCl)COC,45.25
CCCCCCCCCCCCCCCCSCC(CNS(=O)(=O)CCCCl)COC,42.25
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CN)COC,84.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCCl)COC,72.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(CNS(=O)(=O)CCCI)COC,69.5
CCCCCCCCCCCCCCCCCCNC(=O)OCC(COC)CN(C(C)=O)S(=O)(=O)CCCI,71.5
CS(=O)c1csc(C(=O)O)c1,189.0
COC(=O)c1ccc(-c2nnc(C)o2)s1,143.5
COC(=O)c1cc(C(C)=O)cs1,95.0
COC(=O)c1cc(C(=O)CBr)cs1,113.0
COC(=O)c1ccc(C#N)s1,77.0
COC(=O)c1ccc(-c2noc(C)n2)s1,135.0
Cc1nc(-c2ccc(C(=O)O)s2)no1,219.0
COC(=O)c1ccc(-c2noc(C(F)(F)F)n2)s1,126.5
NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(Cl)ccc21,213.0
NC(=O)N1C(=O)C(C(=O)c2ccc(Cl)s2)c2cc(Cl)ccc21,221.0
NC(=O)N1C(=O)C(C(=O)c2sccc2Br)c2cc(Cl)ccc21,216.5
NC(=O)N1C(=O)C(C(=O)c2ccc(Br)s2)c2cc(Cl)ccc21,228.5
COc1ccsc1C(=O)C1C(=O)N(C(N)=O)c2ccc(Cl)cc21,87.0
COc1csc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)c1,222.0
COc1ccc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)s1,181.0
CS(=O)(=O)c1csc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)c1,229.0
CS(=O)(=O)c1ccc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)s1,213.0
COCc1csc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)c1,194.0
NC(=O)N1C(=O)C(C(=O)c2sccc2F)c2cc(Cl)ccc21,237.5
CC(=O)c1csc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)c1,231.5
CS(=O)c1csc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)c1,205.0
COC(=O)c1ccc(C(=O)C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)s1,220.0
NC(=O)N1C(=O)C(C(=O)c2cc(Cl)cs2)c2cc(C(F)(F)F)ccc21,165.0
CSc1nnc(C2C(=O)N(C(N)=O)c3ccc(Cl)cc32)o1,298.0
CCOc1cc(C(=O)OC)on1,78.0
CCOc1cc(C(=O)O)on1,211.5
COC(=O)c1ccc(-c2nc(C)no2)s1,155.0
Cc1noc(-c2ccc(C(=O)O)s2)n1,227.0
NC(=O)c1ccc(C(N)=O)c(CC(O)CO)c1,194.0
CC(O)C(O)Cc1cc(C(N)=O)ccc1C(N)=O,130.0
CCCCCCCC(O)C(O)Cc1cc(C(N)=O)ccc1C(N)=O,118.0
ClCc1c2ccccc2c(Cc2ccccc2)c2ccccc12,146.5
CCCCCCCCCCCCCCCCNS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,92.0
CCCCCCCCCCCCCCCCNC(=O)c1ccc(-n2oc(C(C)(C)C)c(COc3ccc(N)cc3)c2=O)c([N+](=O)[O-])c1,220.0
CCC(=O)N/N=C(\C)c1cnccn1,181.3
CCCC(=O)N/N=C(\C)C1CCC=C(C)O1,72.8
CCCC(=O)N/N=C(\C)c1sc(C)nc1C,123.7
C/C(=N\NC(=O)c1ccccc1)c1sc(C)nc1C,138.4
O=C(OCc1ccccc1)OC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,67.0
CCCC(CCC)C(=O)NCC(=O)NCCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,111.25
CCCC(CCC)C(=O)NCC(=O)NCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,117.5
CCCC(CCC)C(=O)NCC(=O)CCCCCCCCCCCCN(N)C(=O)n1cc(F)c(=O)[nH]c1=O,116.75
Cc1nccn1CC1CC2CCCn3c2c(c2ccccc23)C1=O,170.0
Cc1[nH]cnc1/C=C1\CC2CCCn3c2c(c2ccccc23)C1=O,289.5
O=C(NC(=O)N1CCCCC1)c1cc(Cl)nc(Cl)c1,184.0
O=C(Cn1ccnc1)c1ccc(-c2ccncc2)cc1,145.0
CC(O)(c1ccc(F)cc1)c1ccc(-c2ccncc2)cc1,168.0
CC(C)(C)c1cc(C(=O)Nc2cccc(C(=O)O)c2)cc(C(C)(C)C)c1O,279.5
CC(C)(C)c1cc(C(=O)Nc2ccccc2C(=O)O)cc(C(C)(C)C)c1O,202.5
CC(C)(C)c1cc(C(=O)Nc2ccc(CC(=O)O)cc2)cc(C(C)(C)C)c1O,253.5
CC(C)(C)c1cc(C(=O)Nc2ccc(Cl)c(C(=O)O)c2)cc(C(C)(C)C)c1O,266.0
COc1ccc(C(=O)O)cc1NC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,260.0
CC(C)(C)c1cc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)O)cc(C(C)(C)C)c1O,249.5
CC(C)(C)c1cc(NC(=O)c2cccc(C#N)c2)cc(C(C)(C)C)c1O,220.5
CC(=O)Nc1cccc(C(C)=O)c1C(=O)O,130.8
CCOC(=O)c1c(NC(C)=O)cccc1C(C)=O,88.0
CC(=O)Nc1cccc2c1C(=O)OC2C,112.1
COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(C(=O)NCCC(C)C)cc12,190.5
CCOC(=O)C1=C(C(=O)OCC)c2c(OC)ccc(Br)c2C1,100.0
COC1c2ccccc2C2C(=O)N(Cc3ccccc3)C(=O)C12,171.0
COc1ccc(Br)c2c1C(=O)CC2,126.5
CCOC(OCC)C1Cc2c(Br)ccc(OC)c2C1=O,77.0
CCCN1C[C@H]2CCc3cccc(OC)c3[C@H]2C1,165.0
CCCN1C[C@H]2CCc3cccc(O)c3[C@H]2C1,182.0
N#CN1CCN2c3ccccc3Cc3ccccc3C2C1,165.0
CCCCCCC(O)CNCCO,45.0
Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(C)cc3)CCN(S(=O)(=O)c3ccc(C)cc3)C(C)CN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,274.0
COc1cc(C(=O)O)ccc1Cc1cn(C)c2ccc(C(=O)N(C)CC3CCCC3)cc12,113.0
C=CC(CC(=O)Nc1ccc(F)cc1)C(C)C,74.5
CC(C)Oc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,189.5
CCCSc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,129.0
CSc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,153.0
Cn1cnc([N+](=O)[O-])c1Sc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,207.5
CCSc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,124.0
C=CCSc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,109.0
Nc1nc(SC2C=CCCC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,139.0
CCCCOc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,122.5
Nc1nc(OC2CCCC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,189.0
C=CCNc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,182.0
Nc1nc(N2CCOCC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,166.0
Nc1nc(NCc2ccccc2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,175.0
CCCNc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,139.0
CNc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,222.0
CN(C)c1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,173.5
CCCOc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,98.0
Nc1nc(NCCO)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,151.0
Nc1nc(N[C@H]2CC[C@@H](CO)C2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,178.5
CC[C@@H](C)Oc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,160.0
CCCCNc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,117.0
CCCCSc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,121.5
CC(C)CSc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,128.0
Nc1nc(SC2CCCC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,168.0
Nc1nc(SCC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,126.0
Nc1nc(NCCCCCCO)c2ncn(C3(CO)C=CCC3)c2n1,120.5
CC(C)(C)Nc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,162.0
COC(=O)C1=CCC(NC(C)=O)C1,73.0
NCCCCCCCCNc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,126.0
Nc1nc(SC2CCC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,159.5
Nc1nc(NCC(O)CO)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,120.0
Nc1nc(NC(CO)CO)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,161.0
CCCCCOc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,140.0
CCCCCCOc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,91.0
CCNc1nc(N)nc2c1ncn2[C@H]1C=C[C@@H](CO)C1,172.0
Nc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,189.0
CCCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)C(=O)O,66.0
CCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,66.25
CCCCCCCCCCCCC(C(=O)O)C(O)(CC(=O)O)C(=O)O,75.75
CC(=O)Nc1ccc(OC(C)(C)C(=O)O)cc1,70.0
CC(C)(Oc1ccc(N)cc1)C(=O)O,215.0
CC(C)(Oc1ccc(NC(=O)Cc2ccccc2)cc1)C(=O)O,174.0
CC(C)(Oc1ccc(NC(=O)Oc2ccc(Cl)cc2)cc1)C(=O)O,180.5
CC(C)(Oc1ccc(CC(=O)Nc2ccc(Cl)cc2)cc1)C(=O)O,163.0
CC(C)(Oc1ccc(CC(=O)Nc2cc(Cl)cc(Cl)c2)cc1)C(=O)O,138.0
CC(C)(Oc1ccc(CC(=O)Nc2cc(Cl)c(Cl)c(Cl)c2)cc1)C(=O)O,160.0
CC(C)(Oc1ccc(CC(=O)Nc2ccc(F)cc2)cc1)C(=O)O,198.0
CC(C)(Oc1ccc(CC(=O)Nc2ccc(C(F)(F)F)cc2)cc1)C(=O)O,197.0
Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,85.0
CCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,77.5
CCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCCCC1)c1ccccc1S2,113.0
CCCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,218.0
CCC(C)CNC(=O)c1ccc2c(c1)N(C(C)CN(C)CC)c1ccccc1S2,95.0
CC(CN1CCCC1)N1c2ccccc2Sc2ccc(C(=O)NCCC(C)(C)C)cc21,138.0
CCCNC(=O)c1ccc2c(c1)N(C(C)CN(C)CC)c1ccccc1S2,100.0
CC(C)CCNC(=O)c1ccc2c(c1)N(C(C)CN(C)C)c1ccccc1S2,105.0
CCC(CC)CNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,115.0
CC(C)C(C)CNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,138.0
CC1C(O)CCC2CC3(CCC21)OCCO3,62.0
CC(=O)NCC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCO1,228.5
O=C(Cc1cccs1)c1c(O)sc2ccccc12,100.0
CC(C)(C)C(=O)Nc1ccncc1/C(=N/N)c1ccccc1F,80.0
CC(C)(C)C(=O)Nc1ccncc1-c1n[nH]c2ccccc12,232.5
Nc1ccncc1-c1n[nH]c2ccccc12,238.0
COC(=S)N/N=C1\C(=O)Nc2ccc(C3=NNC(=O)SC3C)cc21,245.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=N/NC(N)=S)C(=O)N2,300.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=N/c1ccc(N(C)C)cc1)C(=O)N2,261.0
COC(=O)N/N=C1\C(=O)Nc2ccc(C3=NNC(=O)SC3C)cc21,201.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=C/c1ccccc1[N+](=O)[O-])C(=O)N2,258.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=C/c1ccccc1O)C(=O)N2,233.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=C/c1cccnc1)C(=O)N2,285.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=C/c1ccccn1)C(=O)N2,296.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=N/Nc1ccc(C(C)(C)C)cc1)C(=O)N2,299.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=N/NC1CCCCC1)C(=O)N2,217.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=N/N(C)c1ccccc1)C(=O)N2,260.0
COc1ccc(N/N=C2\C(=O)Nc3ccc(C4=NNC(=O)SC4C)cc32)cc1,273.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=N/Nc1ccc(Cl)cc1)C(=O)N2,283.0
CC1SC(=O)NN=C1c1ccc2c(c1)/C(=C/c1cccs1)C(=O)N2,287.0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC#N)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,168.5
Cc1cc(C)c(/C=N/Cc2ccc(Cl)nc2)c(C)c1,47.5
O=C(NS(=O)(=O)c1ccccc1)c1cccc2nnsc12,174.0
NC(=O)c1cccc2nnsc12,271.0
Cc1cc(CCCCCOc2ccc(-c3nc(C)c(C)s3)cc2)on1,96.5
CCCc1c(OCCCOc2ccc(-c3cc[nH]n3)c(OC)c2CCC)ccc2c1OC(C(=O)O)CC2,157.0
CCOC(=O)CCCOc1ccc(-c2cc(C#N)c(=O)[nH]c2C)cc1,223.0
Cc1[nH]c(=O)c(C#N)cc1-c1ccc(OCCCC(=O)O)cc1,248.0
CCOC(=O)CCCOc1ccccc1C1=C(C)NC(=O)C(C#N)C1,168.5
Cc1[nH]c(=O)c(C#N)cc1-c1ccccc1OCCCC(=O)O,218.5
CCOC(=O)COc1ccccc1-c1cc(C#N)c(=O)[nH]c1C,189.0
Cc1[nH]c(=O)c(C#N)cc1-c1ccccc1OCC(=O)O,298.0
CCOC(=O)C(C)COc1ccccc1-c1cc(C#N)c(=O)[nH]c1C,168.5
Cc1[nH]c(=O)c(C#N)cc1-c1ccccc1OCC(C)C(=O)O,229.0
O=C(O)CCc1[nH]c2cc(Cl)cc(Cl)c2c1Br,228.25
CCOC(=O)CSc1c(C(=O)OCC)[nH]c2cc(Cl)cc(Cl)c12,152.75
O=C(O)CSc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12,152.75
CCOC(=O)c1[nH]c2ccccc2c1Br,151.0
O=C(NCCNCC(O)COc1ccc(O)cc1F)C1CCOCC1,102.5
CCOC(=O)CCNCC(O)COc1ccccc1C#N,120.0
CCOC(=O)CCNCC(O)COc1cccc(C#N)c1,95.0
CCOC(=O)CCNCC(O)COc1cccc(C)c1,57.0
C=CCc1cc(CC(N)=O)ccc1OCC(O)CNCCC(=O)OCC,98.0
CCOC(=O)CCNCC(O)COc1ccc(OC)cc1C#N,76.0
CCOC(=O)CCNCC(O)COc1cccc(OC)c1,72.0
CCOC(=O)CCNCC(O)COc1cccc(C)c1C,121.0
CCOC(=O)C/C=N/CC(O)COc1ccccc1C#N,120.0
CCCOC(=O)CCNCC(O)COc1ccccc1C#N,89.0
CCCCCOC(=O)CCNCC(O)COc1ccccc1C#N,91.0
C=CC(O)C(NC=O)C(=O)OCC,50.5
CCOC(=O)C(N)/C=C/CP(=O)(O)O,167.5
CCCCOC(=O)C(N)/C=C/CP(=O)(O)O,160.5
CCCCCCCCOC(=O)C(N)/C=C/CP(=O)(O)O,161.5
CCCOC(=O)C(N)/C=C/CP(=O)(O)O,161.5
CCCCCOC(=O)C(N)/C=C/CP(=O)(O)O,160.5
CC(C)COC(=O)C(N)/C=C/CP(=O)(O)O,163.5
COP(=O)(O)C/C(C)=C/C(N)C(=O)O,149.5
CC(N)(/C=C/CP(=O)(O)O)C(=O)O,225.5
C/C(=C\CP(=O)(O)O)C(N)C(=O)O,168.0
CCC/C(=C\C(N)C(=O)O)CP(=O)(O)O,193.0
CCCC/C(=C\C(N)C(=O)O)CP(=O)(O)O,186.5
CC(C)/C(=C\C(N)C(=O)O)CP(=O)(O)O,201.0
NC(/C=C(\Cc1ccccc1)CP(=O)(O)O)C(=O)O,197.0
C=C(Cc1ccccc1)C(O)C(NC=O)C(=O)OCC,88.0
NC(/C=C(/CP(=O)(O)O)c1ccccc1)C(=O)O,231.5
